This file was created by CMPT_IND_RETS using the 202006 CRSP database.
201609  -2.27   5.77   0.53   5.42   1.97   0.54  -1.88   7.89   1.28   0.75
201610  -4.26  -4.19  -4.32  -8.36  -5.30  -4.66  -4.21 -13.66  -0.17  -2.20
201611   3.46  10.17  11.41  18.86   4.92   5.13   9.28   5.25   1.05  12.80
201612   0.92   2.25   0.63   2.45   0.22   4.12   1.97  -2.64   3.89   5.27
201701  -0.53  -3.04   2.90   0.56   3.53   3.08  -3.17   4.83   0.27   0.75
201702   1.62  -0.30   0.65  -6.64   2.25  -0.04  -1.08   6.17   2.74   1.41
201703   1.16   0.91   0.55  -4.88   1.78  -0.21   0.30   2.13   1.35  -0.71
201704   0.08   3.58   0.92  -7.38   1.75   6.36   1.73  -3.04   0.75   0.38
201705  -0.88   0.32  -1.82  -7.98   2.13  -3.94  -4.01  -5.00   1.46  -2.83
201706   1.48   3.68   1.51  -1.01   1.23   0.16  -0.07  10.27  -1.16   4.48
201707  -0.87  -1.07   0.06   1.32   1.21   3.29  -2.58  -2.72   3.14   0.22
201708  -1.92  -4.06  -3.12  -8.72  -1.04   0.42  -4.33   1.34   0.92  -2.05
201709   3.01   9.95   8.42  14.51   6.39  -0.13   6.84   8.32  -0.88   6.73
201710  -1.25   0.86   1.64  -3.61   2.38  -3.23  -3.13  -2.35   3.15   0.64
201711   5.27   3.37   3.30   3.27   1.97   1.10   7.58   2.48   2.33   3.03
201712   4.00  -1.82   1.71   7.61   0.78   4.07   3.46   0.97  -5.20  -0.33
201801   2.37  -0.15   0.80   1.16   4.23   1.60   1.72   6.89  -3.81   2.59
201802  -4.21  -6.10  -5.47 -10.93  -1.44  -3.44  -4.73  -3.57  -5.49  -4.16
201803  -0.51  -2.31   1.05   0.93   0.40  -2.28   1.35   0.21   4.81   1.05
201804   0.93  -2.61  -0.88  10.17   0.08  -0.91   1.73  -0.21   3.34   0.91
201805   2.27   6.12   4.90   7.14   6.49  -2.54   3.73   7.49   1.36   3.28
201806   6.64   0.91   0.11   5.95   0.48   7.05   3.75  -2.53   1.73   0.36
201807  -0.99   1.42   2.95  -1.95  -0.12  -0.40   0.18  -1.56   1.26   0.94
201808   2.32   3.06   0.09  -4.67   7.32   6.87   5.36   5.83   0.50   1.67
201809   0.02  -3.92  -1.00   1.01  -2.49   2.05  -2.66  -1.20  -0.31  -2.58
201810  -4.64 -14.10 -12.23 -15.91 -10.91  -5.14  -8.33 -14.41  -1.65  -8.13
201811   0.01  -1.64   0.27 -12.78   0.59  -0.88  -2.18  -0.39   3.92   0.37
201812 -12.53 -13.16 -13.00 -22.27  -9.92 -13.91 -13.35 -18.40  -4.91 -11.37
201901  10.57  16.67  14.61  18.49  15.76  12.41  11.52  17.82   4.83  13.15
201902   3.27   7.09   5.33   0.69   6.78   2.37   3.77   6.55   2.89   4.37
201903  -0.86  -7.08  -3.99   0.91  -0.48  -4.33  -3.80   2.99   2.99  -3.39
201904   2.16   4.88   3.83  -0.66   4.67   3.82   1.91  -2.70   0.95   4.23
201905  -9.31 -10.70  -9.83 -21.02  -8.19  -6.33 -11.35  -8.43  -1.85  -6.23
201906   4.91  10.43   8.23   3.84   5.34   2.11   5.56   4.40   4.24   5.41
201907   1.53   1.02  -0.87  -9.38   0.91  -0.20  -1.20  -4.95  -1.15   0.62
201908  -3.07  -7.10  -7.73 -16.63  -5.16  -7.89  -3.67  -5.03   0.37  -4.70
201909   2.58   6.28   6.13   4.92   0.27  -0.84   6.43  -3.02   3.53   3.08
201910  -1.45   0.34  -0.04  -9.73   1.24   1.53   0.35  -0.26  -1.68   1.14
201911   2.06   2.29   1.29  -3.48   4.76   2.15   4.13   8.15  -2.67   2.86
201912   2.56   1.78   3.15  20.28   3.01   3.53   2.19   9.61   4.18   3.08
202001  -3.26  -3.45  -3.71 -19.75   1.36  -0.86  -5.04   4.25   1.07  -2.91
202002 -10.07 -11.37  -9.10 -18.70  -7.57  -4.65  -8.73  -0.82 -10.56  -8.98
202003 -18.61 -27.50 -24.09 -47.63 -18.30 -23.80 -25.88 -17.29 -10.64 -25.31
202004  13.21  26.07  16.42  66.86  21.35  10.19  23.24  21.61   8.12  12.23
202005   4.14   9.72   6.52  -4.61  10.52   2.79  10.35  13.63   3.44   4.60
202006   3.81  21.70  10.10   6.24   8.15  11.95   7.57   4.38  -4.79   6.07


  Average Value Weighted Returns -- Annual
        NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
  1927  35.75  52.73  35.30  -3.49  46.86  18.97  38.14  38.35  30.22  21.72
  1928   8.17  50.07  41.80  29.94  64.92  14.54  50.21  40.76  56.73  13.85
  1929 -18.78 -52.27 -16.03 -14.55  -1.64  16.26 -42.21 -28.72  10.70 -10.37
  1930 -17.50 -29.34 -37.14 -38.24 -39.44 -13.65 -37.80 -19.64 -23.46 -35.83
  1931 -35.66 -38.60 -55.20 -49.91 -48.49 -34.88 -31.26 -21.01 -42.31 -62.27
  1932 -15.22 -36.81 -17.01  10.08 -30.71 -11.90 -20.62 -31.21  -7.88 -14.83
  1933  45.10 156.57 106.45  70.85  46.71   7.50  50.50   6.79 -31.78  57.94
  1934  11.29  -3.95   1.44  -8.63  11.75  -6.69  20.54  14.62 -26.91  -5.75
  1935  14.13  69.60  43.23  32.02  68.11  50.53  14.09  12.28  73.78  30.89
  1936   8.57  15.09  39.84  35.29  30.50  19.24  26.71   9.74  15.45  31.50
  1937 -30.86 -54.56 -39.82 -32.67 -30.51 -23.14 -44.49 -29.48 -40.33 -45.03
  1938  16.52  61.62  33.88   7.15  18.61   3.80  37.17  31.30  13.80  16.60
  1939   2.08   3.20  -3.78 -13.04 -11.32  13.75   3.92  11.09   8.06  -9.16
  1940 -14.88 -11.52 -10.85 -14.73 -15.76  -2.45 -11.46 -23.20 -22.40 -11.33
  1941 -14.14 -33.68 -14.30   6.77 -16.97 -22.03 -20.44 -11.30 -39.76 -14.45
  1942   4.01  40.02   0.22  15.55  17.95  -1.27   8.91  10.70   8.82  16.10
  1943  26.06  23.06  12.23  23.78  23.68  24.55  34.24  15.39  44.59  23.64
  1944  16.62  25.52  15.43   6.89  14.72   5.29  21.05   6.15  10.32  26.19
  1945  39.19  27.93  33.99  25.30  27.79  17.65  46.75  40.95  45.03  39.32
  1946  -9.38 -29.68  -6.44   0.60 -20.13 -11.24  -5.36  23.46   0.55 -20.38
  1947  -5.28  10.64  -1.52  16.79   1.19 -12.33  -7.80 -22.75 -15.21 -10.74
  1948 -13.20  -5.51  -5.51  -0.10   2.06  -1.14  -2.12 -10.16  -1.24  -3.87
  1949  18.57  20.02  12.59   1.92  13.67   0.52  15.64  33.13  25.88   9.14
  1950   2.87  23.39  33.80  40.89  13.94   3.61  11.48  11.99  -0.45  23.40
  1951  -2.71  11.08  13.83  32.65  18.94   4.95   2.24  26.50  15.88   6.84
  1952   0.66  27.64   2.78   6.20  12.97   3.99   1.78 -15.58  15.61  14.81
  1953  -4.34 -16.54  -2.87  -8.55   3.49   0.19  -1.75  -3.79   2.49 -12.24
  1954  21.19  54.81  56.33  49.05  65.16  15.00  24.89  29.78  20.74  51.64
  1955   6.17  33.95  29.14  24.01  18.21   6.26  17.65  16.51   7.30   8.80
  1956  -6.93  -4.94   4.71  17.70  10.96  -1.23 -13.20  11.01   1.99  -5.12
  1957  -2.08 -25.62 -20.37 -16.94   2.56  -3.10  -7.60  23.39   1.02 -22.62
  1958  42.50  46.92  40.69  23.94  49.04  37.58  50.35  69.15  34.84  51.24
  1959  16.59  23.41  13.78 -10.64  29.57  11.76  14.98  26.79  -0.24  -1.43
  1960  23.34 -26.43 -14.42  -6.02   0.10  27.52   2.11   3.47  16.31  -3.87
  1961  32.27  44.21  14.22  21.92  20.45  26.65  42.00  24.44  24.02  25.36
  1962 -25.09  -3.76 -16.88   5.39 -21.74 -15.21 -20.87 -22.07  -3.51 -10.69
  1963  12.40  30.56  16.42  18.41  24.41  17.96  15.91  17.93   7.78  18.73
  1964   9.71  17.17  11.29  22.57   1.46  -0.57  28.46  13.84  12.47  10.50
  1965  13.86  12.69  21.21   0.65  31.79  -8.25   4.68  29.46  -0.43  20.36
  1966 -13.32 -30.24 -12.83  -7.31   6.24  -8.33 -25.38  -6.96  -9.15  -6.71
  1967  29.43  28.78  28.87  18.32  61.58  -6.02  42.00  25.00  -2.83  27.81
  1968  21.18   2.81   6.43  19.05  -2.01   5.80  25.25   8.08   6.97  29.50
  1969 -13.08 -17.40 -14.50 -27.74   2.16 -10.18  -6.17  20.36 -18.40 -21.18
  1970   2.00  10.00  -7.13  10.29 -21.77   0.10   1.74  -8.01  10.12  -9.65
  1971  16.56  16.05  15.51   3.17  11.59  -2.14  34.11  21.32  -3.30  18.59
  1972   9.20   8.09  19.15  17.10  16.29  14.48   8.39  27.33   3.95   6.38
  1973 -29.63 -38.77 -18.46   6.30 -24.64 -11.69 -37.63 -16.12 -23.68 -25.78
  1974 -29.92 -36.21 -30.77 -29.20 -36.31 -13.91 -34.76 -23.75 -26.69 -35.34
  1975  47.79  57.37  38.28  18.46  43.33  17.16  61.80   7.17  33.28  25.75
  1976  15.17  33.26  16.64  33.17  26.92  27.48  12.80  -1.61  22.04  28.41
  1977  -4.37 -14.75 -13.93  -6.59  -2.71  -3.04 -10.51  -7.38  -0.54  -2.83
  1978   3.64  -5.69   5.79   2.88  11.23   0.78  -4.39  13.09 -11.21   6.69
  1979   9.45   4.11  13.75  52.99   7.55  -8.33  10.53  15.59   3.98  25.22
  1980  13.65   8.22  22.12  61.78  28.20  -0.33  12.30  25.61   8.78  27.14
  1981  10.51  -6.52  -9.40 -24.64 -16.37  23.18   8.51   0.82  -3.82  -0.25
  1982  33.97  52.13   8.17 -19.18  39.00  10.61  57.05  27.78  10.33  15.89
  1983  20.16  29.85  22.95  20.92  18.56   4.43  23.97   0.43   7.86  18.92
  1984   7.68  -2.57  -5.18   6.26 -11.73  17.30  -3.23  -1.49   8.52  -0.06
  1985  40.31  17.10  25.48  13.62  18.43  32.57  37.75  37.93  20.19  35.73
  1986  26.71  13.74  15.76   7.23  -5.21  14.14  15.42  24.91  18.57  10.04
  1987   4.41   3.69   6.05   2.38   6.44   5.73  -7.52   2.48 -13.60  -9.81
  1988  28.13  13.77  10.08  15.16  -1.10  18.56  24.53  10.12   9.23  14.07
  1989  33.30  -0.62  21.33  29.69  -5.12  53.33  23.57  42.27  23.66  25.37
  1990   2.52 -26.41  -9.70  -5.74  -2.56 -18.83  -6.16  13.30  -7.53 -21.35
  1991  41.75  13.32  26.09   2.49  25.59  11.39  53.72  58.30  16.68  39.72
  1992   2.93  34.48   6.95   0.39   8.32  13.48  14.94 -16.45   2.19  20.28
  1993  -4.76  40.76  13.27   9.62  19.74  16.81   1.57  -8.57   7.05  11.23
  1994  -0.09 -16.44   3.32  -1.26  17.51  -8.23  -9.53   4.46 -16.57  -6.54
  1995  32.41  11.68  28.38  24.10  42.19  35.43  16.19  53.88  24.05  41.93
  1996  20.03  12.26  23.86  23.75  30.38  -2.26  15.08  15.54   0.96  22.97
  1997  29.21  24.71  21.79  17.14  21.28  40.58  30.58  36.31  21.38  40.86
  1998   8.11  27.52   4.75  -4.07  62.86  46.16  39.93  37.10   6.71   7.18
  1999 -16.06  -5.31  22.29  16.98  82.30  35.83  12.71  -3.62 -18.03   2.21
  2000  21.30 -19.33  -0.14  19.92 -37.56 -40.10 -11.34  36.62  45.43  11.63
  2001  -1.21   1.44  -7.76  -8.91 -24.88 -18.09   4.91 -13.05 -13.84  -6.65
  2002  -2.81 -18.42  -8.45 -11.09 -38.58 -31.84 -21.00 -23.62 -24.83 -18.84
  2003  14.68  44.90  30.41  23.30  47.93  13.23  28.70  19.77  20.74  31.31
  2004   8.19   5.44  14.13  30.42   2.97   5.67  11.29  -0.77  20.28  13.73
  2005  -1.43 -21.72   5.05  31.34   0.60  -8.89   5.31   3.23  13.66   4.65
  2006  15.51  20.19  17.00  19.67   8.51  32.79   8.68   6.44  17.11  13.41
  2007   8.56  -5.13  18.96  30.71  16.10  -3.95  -5.13   1.83  15.31 -11.50
  2008 -27.15 -59.19 -41.56 -35.03 -43.01 -37.20 -23.29 -19.01 -31.18 -48.59
  2009  22.72  74.83  31.42  12.35  56.88  19.24  27.18  18.52   9.78  17.87
  2010  15.20  50.77  23.26  17.40  14.24  18.78  17.25   2.50   3.78  14.41
  2011  11.96 -25.04  -2.79   1.03  -2.10   2.56   9.28   8.50  16.24 -11.21
  2012   8.46  22.51  12.12   1.31  11.73  25.41  15.80  17.50  -0.01  19.66
  2013  23.48  43.67  33.85  22.33  31.17  33.04  33.29  38.88  12.25  39.00
  2014  10.42   5.86   5.25 -14.36  15.30   4.23  11.33  22.59  19.16  10.53
  2015   6.44  -7.65  -8.75 -21.63   3.78  -3.75   5.34   4.49 -17.37  -2.88
  2016   4.97   6.23  14.31  22.24  10.76  16.23   2.25  -6.09  17.96  18.12
  2017  10.63   9.88  28.28  -2.45  34.98   0.50  20.85  18.42   6.75  19.36
  2018 -16.49 -21.72 -13.76 -20.21  -1.34  -6.93   3.18   2.49  -1.89 -10.63
  2019  21.32  26.30  23.92   3.97  42.64  26.27  24.58  18.71  20.43  27.24


  Average Equal Weighted Returns -- Annual
        NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
  1927  22.34  17.04  33.43   7.45  34.89  19.58  24.48  47.54  37.64  32.63
  1928  23.35  47.72  47.47  39.74  64.44  15.87  45.97  26.54  53.72  26.75
  1929 -39.47 -57.23 -34.36 -33.13 -10.84   0.04 -45.02 -21.93  15.32 -25.14
  1930 -32.07 -45.52 -42.97 -49.18 -46.31 -12.33 -43.15 -22.81 -24.35 -42.33
  1931 -31.78 -44.98 -52.58 -48.18 -52.90 -41.13 -43.64 -41.57 -41.62 -54.78
  1932  17.92 -13.56   8.76  39.49 -10.98 -16.94  -7.05 -20.76 -11.49   7.30
  1933 144.01 169.59 168.23 108.83 150.26  36.30 120.83  11.91 -17.62 110.53
  1934  18.56  14.87  22.31   5.70  27.16 -15.80  51.03   1.57 -25.95   2.71
  1935  31.41  81.43  65.25  58.00  92.09  52.96  31.31  34.26 106.08  57.36
  1936  30.34  31.29  55.84  65.22  36.36  12.72  52.70  18.33  28.47  53.74
  1937 -46.07 -59.62 -46.22 -43.26 -48.06 -42.23 -53.66 -39.74 -43.92 -50.77
  1938  21.55  47.85  46.91  11.29  47.57   5.28  37.64  26.75  18.99  16.82
  1939  13.29  -4.80  -4.66   2.92 -16.06  21.27   3.57   0.31  -0.88  -3.78
  1940 -15.30  -0.03  -8.50 -12.21  -5.53 -10.55  -8.65 -14.38 -25.89 -18.47
  1941  -5.94 -27.22 -19.45   2.94 -14.35 -17.13 -14.43   3.63 -48.27  -6.33
  1942  19.16  37.73  11.75  31.70  42.85  29.35  13.49  19.19  33.35  55.43
  1943  56.77  58.86  31.09  47.71  37.28  52.49  77.36  33.29 110.15  78.61
  1944  28.82  59.70  30.59  26.33  27.11  24.24  40.93  16.42  11.57  43.96
  1945  57.81  61.23  50.38  43.30  32.70  33.55  76.62  55.23  80.76  63.18
  1946  -9.73 -27.61 -10.73  -0.75 -22.27 -34.97  -8.34  16.77   3.70 -23.48
  1947  -8.80   0.16  -4.26  32.56  -1.19 -22.13 -13.75 -24.50 -17.01  -9.09
  1948 -16.91 -16.80 -10.78   1.63  -1.38  -8.92  -9.22 -11.68   2.78  -2.73
  1949  17.27  15.96   9.21   2.48   1.12  31.87  18.79  28.19  30.30  15.15
  1950  17.87  30.73  36.40  45.20  28.12  19.76  14.06  15.37   0.86  38.85
  1951  -2.95   6.49  13.64  19.76  17.29   5.87  -0.14  17.99  19.59   6.15
  1952  -1.36   5.25  -0.05   4.54  12.39   8.19   0.37  -9.20  14.67  10.67
  1953  -7.97 -14.72  -8.49 -11.52  -9.87  18.57  -9.17  -1.16   3.66 -11.18
  1954  34.77  36.03  60.83  50.91  59.92  60.76  35.88  44.46  22.10  65.99
  1955   6.12  18.60  21.87  22.01  12.65   6.66  11.11  25.72   7.51  14.35
  1956  -3.62  -5.83   8.20  22.57   4.05  -7.74  -7.81   5.82   2.71  -3.41
  1957 -11.07 -22.67 -25.94 -25.47 -14.44 -18.24  -8.23  19.18   1.36 -24.27
  1958  55.43  69.48  52.34  37.24  74.18  71.01  51.92  80.02  34.80  58.39
  1959  13.53  31.61  13.24  -6.24  35.31  31.48  16.36  31.57   1.30   1.43
  1960   5.36 -22.15 -13.89   1.77  -8.36  14.41   0.78   3.67  16.34  -6.91
  1961  31.61  32.19  20.94  29.18  17.11  15.69  39.83  23.90  26.79  26.53
  1962 -18.80  -7.05 -17.00  -4.42 -26.70 -14.18 -25.40 -22.39  -3.38  -9.78
  1963  11.76  17.16  13.50  30.29   4.46  22.49   2.86  18.31   8.88  18.57
  1964  13.60  12.83  16.89  21.45   2.77  22.65  20.40  15.30  13.00  16.89
  1965  23.26  52.84  36.91  26.00  69.37  36.22  25.93  35.24   0.02  31.39
  1966 -18.67 -12.21  -7.79   4.19   0.54  -4.00 -14.64  -2.39 -11.13  -8.84
  1967  73.98  89.52  73.49  82.37 105.71  29.44  91.44  43.48   0.65  86.50
  1968  49.06  39.49  30.01  50.62  12.70  29.87  65.23  11.57  12.53  59.20
  1969 -31.31 -30.10 -29.47 -27.63 -28.74 -15.09 -24.79  10.85 -18.71 -29.58
  1970  -3.45 -17.02 -14.88   2.82 -35.65  -9.41 -14.57 -16.90  11.11 -15.08
  1971  18.16  28.74  13.85   5.90  21.14  24.00  25.30  27.24  -0.73  20.19
  1972  -3.04   9.06   8.11  17.59   9.16  10.29  -8.31   4.93   5.04  -1.93
  1973 -44.05 -51.51 -33.03   9.20 -38.03 -46.51 -49.31 -39.85 -20.99 -39.31
  1974 -25.80 -29.36 -18.38 -19.44 -37.53 -26.40 -27.99 -25.44 -25.13 -30.20
  1975  76.43  77.67  56.75  37.19  79.84  79.83  83.39  55.82  36.63  50.68
  1976  34.31  54.82  49.38  62.33  59.43  48.91  37.94  35.71  26.39  46.59
  1977  14.84   5.51  14.56  29.81  29.27  30.89  15.97  27.35   3.77  25.54
  1978  19.17  15.88  21.29   4.53  47.99  30.62  18.99  33.42  -8.77  25.19
  1979  18.35  13.87  36.73 146.22  55.72  48.98  24.17  36.62   7.86  34.20
  1980  19.62  22.93  29.10  97.78  72.45  28.60  23.32  56.94   5.59  38.56
  1981  12.59   4.89  -2.74 -36.96  -9.97  17.84   8.03   4.02   1.78   0.70
  1982  38.02  35.19  18.43 -42.22  40.91  28.56  45.36  51.02  15.52  26.10
  1983  42.50  45.38  37.35  22.45  28.83  18.10  46.79  16.68  14.82  38.11
  1984  -2.67 -12.28  -8.02 -25.23 -26.33 -10.98 -13.09 -16.49  11.13  -9.80
  1985  32.70  13.83  20.32 -14.41  14.07  35.65  23.26  34.50  25.58  35.21
  1986  17.57   8.12   4.45 -17.97  -3.43   6.58   7.40   3.56  22.24  10.03
  1987 -11.66 -10.57  -2.56  17.00 -13.55  13.83 -20.97 -19.05 -12.77 -12.12
  1988  22.67  20.86  26.21   7.00  14.21  31.87  28.52  22.90  14.72  12.96
  1989  13.64   3.71   8.87  35.80   4.18  37.58   5.74  14.23  20.05   5.76
  1990 -24.99 -37.65 -20.15  -4.47 -21.23 -28.64 -25.96  -2.65  -8.22 -31.96
  1991  41.25  50.03  42.75   8.55  68.18  40.42  54.62 153.02  16.55  44.07
  1992  16.68  36.84  21.52  16.72  32.26  16.90  31.95   8.51   8.38  43.22
  1993  15.85  36.16  27.62  28.78  27.26  85.23  18.11  -3.53  10.20  29.95
  1994  -7.47 -12.26   2.81   0.89   7.78 -10.09 -15.05 -14.52 -14.42  -6.07
  1995  11.69   2.87  17.45  18.13  54.66  28.81   7.72  68.52  20.71  33.64
  1996   7.17  25.73  18.32  63.13  11.18   0.14  14.72  13.61   8.11  18.46
  1997  12.64  13.88  24.14  17.82   8.38  31.25  12.48   3.16  23.56  36.80
  1998  -5.25   3.42 -14.95 -48.21   7.04  18.29   7.32 -12.62   5.46  -5.17
  1999  -5.33   8.70  10.21  25.45 131.29 139.56   5.86  44.22  -3.32   6.55
  2000  -5.17 -18.01  -5.51  89.05 -39.50 -55.77 -26.13  28.67  39.02  -5.17
  2001  25.42  26.22  11.33 -11.72  13.56 -12.63  49.28  46.18  -5.54  28.29
  2002   4.28  -6.56 -11.30 -10.79 -30.15 -41.41  -8.57 -33.09 -16.84   1.04
  2003  39.91  44.34  56.62  78.91 118.07  75.88  62.37 116.25  26.04  56.11
  2004  22.33   5.19  31.15  50.10  11.75   3.64  25.69  15.42  16.28  21.63
  2005  -1.32 -16.17   6.10  65.41  -2.30 -17.35   7.94  -3.97   9.06   4.41
  2006  18.80  19.23  23.91   6.57  11.79  16.93  17.07  10.93  18.55  15.59
  2007 -10.78 -13.10   6.48   8.51   0.63 -13.05 -14.89  -5.61   8.61 -17.39
  2008 -44.85 -63.17 -50.38 -54.92 -50.19 -57.96 -46.34 -40.36 -24.23 -41.78
  2009  77.27 128.88  67.02  67.01  92.17 114.51  98.23  96.95  13.72  23.38
  2010  25.95  31.87  36.81  37.81  34.40  30.87  30.10  21.66   8.73  19.38
  2011  -8.89 -24.28 -11.62 -11.00 -14.34 -11.90  -2.26 -11.04  13.22 -11.80
  2012  27.14  16.08  14.95 -11.85   8.14  13.16  16.83  24.77   1.14  23.13
  2013  43.33  53.57  46.27  20.08  47.52  64.98  38.38  55.85  16.91  39.69
  2014  10.04   6.79  -1.96 -39.77   2.51  -5.67   0.14  13.83  17.84   6.01
  2015  -3.20 -10.81 -17.66 -47.42  -5.42   2.97 -13.86   0.00  -9.75  -4.11
  2016  16.69  26.03  28.26  34.17  16.84  10.60  10.65 -11.65  27.96  28.49
  2017  11.45  12.28  17.58 -14.52  27.06  10.98   0.66  24.59   8.91  11.96
  2018  -9.23 -29.62 -21.71 -38.79  -6.81 -12.85 -14.15 -22.67   0.09 -15.10
  2019  14.57  25.10  19.07 -18.52  30.56   7.01  14.83  24.48  17.48  24.59


  Number of Firms in Portfolios
        NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
192607     90     37    127     51     18      5     41      7     21    111
192608     90     37    127     51     18      5     41      7     21    111
192609     90     37    127     50     18      5     41      7     21    111
192610     90     37    127     50     18      5     41      7     21    111
192611     90     37    127     50     18      5     41      7     21    111
192612     89     37    127     50     18      5     41      7     21    110
192701     89     37    127     49     18      5     41      7     21    110
192702     87     37    127     49     18      5     41      7     21    109
192703     87     37    127     49     18      5     41      7     21    109
192704     87     37    127     49     18      4     41      7     21    108
192705     87     37    127     49     18      4     41      7     21    108
192706     87     37    126     49     18      4     41      7     21    108
192707     98     43    129     55     19      5     46      7     23    120
192708     98     43    128     55     19      5     46      7     23    120
192709     98     43    128     55     19      5     46      7     23    120
192710     98     43    128     55     19      5     46      7     23    120
192711     97     43    126     55     18      5     46      7     23    120
192712     97     43    126     55     18      5     46      7     23    120
192801     96     43    126     55     18      5     46      7     23    120
192802     96     43    126     55     18      5     46      7     23    120
192803     96     43    125     55     18      5     46      6     22    120
192804     96     43    125     55     18      5     46      6     22    120
192805     96     43    125     55     18      4     46      6     22    120
192806     96     43    125     55     18      4     45      6     22    120
192807    105     45    139     56     19      4     51      6     23    120
192808    105     44    139     56     19      4     51      6     23    120
192809    105     44    139     56     19      4     51      6     23    120
192810    105     44    139     56     19      4     51      6     23    119
192811    105     44    139     56     19      4     51      6     23    119
192812    104     44    139     56     19      4     51      6     23    119
192901    103     43    139     56     19      4     51      5     23    118
192902    103     43    139     56     19      4     51      5     23    118
192903    103     43    139     56     18      4     51      5     23    118
192904    103     43    139     56     18      4     51      5     23    118
192905    102     43    139     56     18      4     51      5     22    118
192906    101     43    139     56     18      4     51      5     22    117
192907    122     50    169     61     20      4     61      6     23    131
192908    122     50    168     61     20      4     61      6     23    131
192909    122     50    168     61     20      4     61      6     23    130
192910    121     50    168     60     20      4     61      6     22    129
192911    121     50    168     60     20      4     61      6     22    129
192912    120     50    168     60     20      4     61      6     22    128
193001    120     50    168     59     20      4     61      6     22    127
193002    119     49    168     59     20      4     61      6     22    127
193003    119     49    167     59     20      4     61      5     22    127
193004    118     49    166     58     20      4     61      5     22    126
193005    118     49    165     58     20      4     61      5     22    126
193006    117     48    164     58     20      4     61      4     22    125
193007    117     53    196     59     27      4     70      5     23    142
193008    117     53    196     58     27      4     70      5     23    142
193009    117     53    196     57     27      4     70      5     23    142
193010    117     53    195     56     27      4     70      5     23    142
193011    117     52    195     56     27      4     70      5     23    142
193012    117     52    195     56     27      4     70      5     23    142
193101    117     52    194     56     27      4     70      5     23    141
193102    117     52    192     56     27      4     70      5     23    141
193103    116     52    192     56     27      4     70      5     23    140
193104    116     52    192     56     26      4     70      5     23    140
193105    116     51    192     56     26      4     70      5     23    140
193106    116     51    192     56     26      4     70      5     23    139
193107    119     51    204     57     26      4     72      6     23    140
193108    119     51    204     57     26      4     72      6     23    139
193109    119     51    204     57     26      4     72      6     22    139
193110    118     51    203     57     26      4     72      6     22    138
193111    118     51    203     57     26      4     72      6     22    138
193112    118     50    201     57     26      4     72      6     22    137
193201    118     50    201     57     26      4     72      6     22    137
193202    118     50    201     57     26      4     72      6     22    137
193203    117     50    200     57     26      4     71      6     22    137
193204    116     50    200     56     26      4     71      6     22    133
193205    115     50    200     55     26      4     71      6     22    133
193206    113     50    199     55     26      4     69      6     22    131
193207    113     51    203     54     25      4     69      6     22    132
193208    112     50    203     54     25      4     69      6     22    132
193209    111     50    203     53     25      4     69      6     22    132
193210    111     50    203     53     25      4     69      6     22    132
193211    110     50    203     53     25      4     69      6     22    132
193212    108     50    202     53     25      4     69      6     22    131
193301    108     50    202     53     25      4     69      6     22    131
193302    108     50    202     53     25      4     68      6     22    131
193303    108     49    201     53     25      4     68      6     22    131
193304    108     49    201     53     25      4     68      6     22    131
193305    108     49    199     53     25      4     68      6     22    131
193306    108     47    198     52     25      4     66      6     22    131
193307    109     47    201     54     27      4     66      6     22    137
193308    109     47    201     54     27      4     66      6     21    137
193309    109     47    201     54     27      4     66      6     21    136
193310    109     47    201     54     27      4     66      6     21    136
193311    109     47    201     54     27      4     66      6     21    136
193312    109     47    201     54     26      4     66      6     21    136
193401    109     47    201     54     26      4     66      6     21    135
193402    109     47    201     54     26      4     66      6     21    135
193403    109     47    201     54     26      4     66      6     21    135
193404    109     47    201     54     26      4     66      6     21    135
193405    109     47    200     53     26      4     66      6     21    135
193406    109     47    200     53     26      4     66      6     21    135
193407    111     47    200     54     27      4     68      9     21    141
193408    111     47    200     54     27      4     68      9     21    141
193409    111     47    200     54     27      4     68      9     21    141
193410    111     47    199     54     27      4     68      9     21    137
193411    111     47    198     54     27      4     68      9     21    137
193412    111     47    198     54     27      4     68      9     21    137
193501    111     47    198     54     27      4     68      9     21    136
193502    111     45    198     54     27      4     68      9     21    136
193503    111     45    198     54     27      4     68      9     21    136
193504    111     44    198     54     27      4     68      9     21    136
193505    111     44    198     54     26      4     68      9     21    135
193506    111     44    198     54     26      4     68      9     21    135
193507    109     46    200     54     26      4     69      9     21    138
193508    109     46    199     54     26      4     69      9     21    138
193509    108     46    199     54     26      4     69      9     21    136
193510    108     46    199     54     26      4     69      9     21    136
193511    108     46    199     54     26      4     69      9     21    136
193512    108     46    199     53     26      4     69      9     21    136
193601    108     46    199     53     26      4     69      9     21    136
193602    108     46    199     52     26      4     69      9     21    136
193603    107     46    199     52     26      4     68      9     21    136
193604    107     46    198     52     26      4     68      9     21    136
193605    107     46    198     52     26      4     67      9     21    136
193606    107     46    198     52     26      4     67      9     21    136
193607    119     49    211     54     27      4     70     10     21    142
193608    119     49    210     54     27      4     70     10     21    141
