This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 4 OP portfolios and 4 INV portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. OP for June of year t is annual revenues minus cost of goods sold, interest expense,
and selling, general, and administrative expenses divided by book equity for the last fiscal year end in t-1.
Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
Firms with negative BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoOP LoINV,ME1 OP1 INV2,ME1 OP1 INV3,ME1 OP1 HiINV,ME1 OP2 LoINV,ME1 OP2 INV2,ME1 OP2 INV3,ME1 OP2 HiINV,ME1 OP3 LoINV,ME1 OP3 INV2,ME1 OP3 INV3,ME1 OP3 HiINV,ME1 OP4 LoINV,ME1 OP4 INV2,ME1 OP4 INV3,SMALL HiOP HiINV,BIG LoOP LoINV,ME2 OP1 INV2,ME2 OP1 INV3,ME2 OP1 HiINV,ME2 OP2 LoINV,ME2 OP2 INV2,ME2 OP2 INV3,ME2 OP2 HiINV,ME2 OP3 LoINV,ME2 OP3 INV2,ME2 OP3 INV3,ME2 OP3 HiINV,ME2 OP4 LoINV,ME2 OP4 INV2,ME2 OP4 INV3,BIG HiOP HiINV
202005    ,11.44    ,10.16    ,15.74    ,21.00     ,8.60     ,8.67    ,11.36    ,14.08     ,4.48     ,1.15     ,1.64     ,7.59     ,5.36     ,3.33     ,5.05     ,2.51    ,-3.40    ,-5.12    ,-4.34     ,5.61     ,2.35    ,-1.45     ,2.15     ,4.08     ,7.08     ,0.16     ,4.30     ,1.64    ,-1.69     ,1.46     ,5.69    ,11.13
202006     ,8.35    ,21.70    ,14.28    ,10.37     ,8.33    ,12.36    ,10.02     ,9.90     ,7.81     ,4.39     ,6.74     ,3.73     ,1.67     ,6.38     ,6.11     ,3.88     ,6.24     ,9.58     ,6.12    ,10.17     ,5.26     ,5.84     ,5.19    ,11.59     ,4.43     ,5.64     ,1.44     ,5.40     ,5.43     ,3.28     ,2.85     ,1.63



  Average Value Weighted Returns -- Annual
,SMALL LoOP LoINV,ME1 OP1 INV2,ME1 OP1 INV3,ME1 OP1 HiINV,ME1 OP2 LoINV,ME1 OP2 INV2,ME1 OP2 INV3,ME1 OP2 HiINV,ME1 OP3 LoINV,ME1 OP3 INV2,ME1 OP3 INV3,ME1 OP3 HiINV,ME1 OP4 LoINV,ME1 OP4 INV2,ME1 OP4 INV3,SMALL HiOP HiINV,BIG LoOP LoINV,ME2 OP1 INV2,ME2 OP1 INV3,ME2 OP1 HiINV,ME2 OP2 LoINV,ME2 OP2 INV2,ME2 OP2 INV3,ME2 OP2 HiINV,ME2 OP3 LoINV,ME2 OP3 INV2,ME2 OP3 INV3,ME2 OP3 HiINV,ME2 OP4 LoINV,ME2 OP4 INV2,ME2 OP4 INV3,BIG HiOP HiINV
1991    ,68.35    ,56.45    ,-9.42    ,46.48    ,78.89    ,50.24    ,38.46    ,41.40    ,28.02    ,42.31    ,16.81    ,11.51    ,58.05    ,36.60    ,45.60    ,43.57    ,36.70    ,21.60    ,35.85    ,63.62    ,42.22    ,41.93    ,38.57    ,42.23     ,6.37    ,28.06    ,48.79    ,33.78    ,42.46    ,43.58    ,27.19    ,-0.50
1992   ,-25.28    ,-6.49    ,-2.49     ,1.13   ,-27.39    ,-1.44   ,-10.68    ,-6.91    ,26.23    ,28.70    ,-0.11    ,-1.76    ,-0.11    ,17.11    ,-0.78    ,12.73   ,-16.70     ,4.63     ,9.49     ,3.14    ,32.85    ,11.27     ,9.23    ,28.56    ,-0.99    ,-5.94    ,22.16   ,-19.04    ,-4.45    ,-2.50     ,3.42    ,17.87
1993    ,53.39    ,97.03    ,87.80    ,92.34    ,91.19    ,98.15   ,110.27    ,87.44   ,142.08    ,79.13    ,88.84    ,87.37    ,92.17    ,69.91    ,90.44    ,86.71    ,88.76    ,95.26   ,158.41   ,101.43    ,36.35   ,101.95   ,108.94   ,136.13    ,51.61    ,36.55   ,109.86    ,96.14    ,69.02    ,53.90    ,78.79    ,58.60
1994    ,-7.54   ,-11.06   ,-29.22   ,-18.40   ,-11.97    ,-2.85   ,-18.86   ,-24.35     ,8.12     ,5.52   ,-14.06   ,-21.84   ,-18.14     ,1.85   ,-15.87   ,-32.75    ,-2.92    ,-7.27   ,-33.48   ,-30.71     ,2.45   ,-14.51   ,-24.90   ,-27.80     ,8.19    ,-7.05   ,-13.65   ,-17.06   ,-15.98     ,0.12   ,-17.61   ,-27.87
1995    ,-3.97    ,-9.25     ,4.79     ,7.96    ,14.79     ,1.39    ,-1.26    ,-6.70     ,9.22     ,4.24     ,2.00    ,-2.16    ,-0.11    ,14.65     ,6.52     ,7.57    ,18.30    ,10.86     ,2.88     ,9.06    ,12.93     ,2.25    ,32.88    ,35.55    ,21.78     ,6.35     ,7.60    ,21.45    ,18.10    ,16.14     ,6.87     ,4.86
1996    ,17.44    ,40.85    ,63.44    ,25.70    ,36.64    ,16.84    ,23.78    ,22.90    ,29.69    ,22.72    ,19.56    ,12.02    ,33.40    ,30.04    ,27.68    ,45.60    ,39.18    ,37.46    ,15.42    ,30.13    ,27.07    ,31.59     ,6.58    ,16.69    ,26.29     ,9.80    ,30.12    ,22.70    ,32.62    ,13.06    ,15.80     ,4.92
1997   ,-40.85   ,-36.23   ,-42.98   ,-51.41   ,-18.28   ,-33.97   ,-36.04   ,-32.14   ,-27.35   ,-23.38   ,-20.27   ,-30.66   ,-33.69    ,-9.11   ,-24.96   ,-34.43   ,-26.67   ,-46.74   ,-41.28   ,-39.27   ,-17.78   ,-30.05   ,-36.39   ,-34.69   ,-19.49    ,-6.67   ,-19.98   ,-38.09    ,-1.21    ,-0.91     ,4.00   ,-46.69
1998   ,-39.39   ,-29.22   ,-25.93   ,-25.95   ,-23.56   ,-20.47   ,-33.55   ,-29.21    ,-3.64   ,-10.94    ,-3.55   ,-25.95   ,-11.95     ,6.29    ,-9.37   ,-15.87   ,-15.55   ,-28.93   ,-11.15   ,-38.23    ,33.76   ,-16.18    ,-9.82    ,-7.14    ,-4.70     ,4.23    ,-1.69   ,-18.26     ,5.74     ,5.62    ,-6.47   ,-28.77
1999    ,81.46    ,54.84    ,78.69    ,15.99    ,52.55    ,79.23    ,52.97    ,84.00    ,54.54    ,54.94    ,54.06   ,104.32   ,162.68    ,37.75    ,69.10    ,82.81    ,44.34   ,107.66    ,66.42    ,40.32    ,43.92    ,99.33    ,46.04    ,46.65    ,22.00    ,23.17    ,43.59    ,64.22    ,41.65    ,40.87    ,40.30    ,20.98
2000   ,-50.66   ,-36.62    ,-9.24   ,-61.57   ,-30.24   ,-33.44   ,-16.44   ,-37.57   ,-19.89   ,-14.77   ,-10.52   ,-39.61   ,-36.39     ,6.44   ,-21.32   ,-24.24   ,-11.66     ,1.76    ,-3.81   ,-27.12    ,-4.34   ,-31.41   ,-26.47     ,3.86   ,-17.36     ,2.25    ,14.65   ,-27.84     ,4.60   ,-19.88   ,-12.51   ,-14.10
2001   ,-19.94   ,-38.71   ,-39.20   ,-42.44    ,-0.47    ,-5.47   ,-20.61   ,-26.79    ,-3.37     ,3.28    ,-7.66   ,-16.70    ,-1.32    ,41.72    ,13.36    ,-6.34    ,10.22    ,-6.94   ,-19.28   ,-26.74    ,-1.92     ,9.37   ,-11.51   ,-29.52    ,-1.39     ,2.48     ,0.46   ,-16.30    ,-6.04     ,4.77    ,-3.74    ,-0.30
2002   ,-30.98   ,-28.30   ,-11.72   ,-27.85   ,-16.39    ,-8.95    ,-1.39   ,-26.24     ,7.85    ,13.82     ,7.44   ,-14.13     ,4.21    ,28.57     ,9.40     ,3.67   ,-12.06   ,-24.79   ,-33.24     ,2.69    ,10.92    ,-6.67    ,-2.63   ,-13.96    ,12.12     ,6.32    ,-4.11     ,3.40    ,24.84     ,0.28    ,-2.24    ,-0.86
2003    ,57.10    ,92.08   ,104.42    ,32.45    ,56.31    ,79.15    ,60.41    ,58.99    ,77.84    ,79.82    ,78.28    ,77.24    ,85.08    ,91.70    ,79.94    ,61.42    ,59.38    ,39.56    ,27.56    ,41.05    ,39.97    ,58.60    ,57.19    ,46.51    ,38.65    ,66.22    ,56.70    ,62.93    ,45.01    ,37.16    ,47.40    ,48.47
2004     ,8.18     ,7.46    ,38.43   ,-12.04    ,17.83    ,22.84    ,40.52    ,47.88    ,22.53    ,19.90    ,35.92    ,17.27    ,37.16    ,26.20    ,25.00    ,13.74    ,38.09    ,38.92    ,40.02    ,35.85    ,16.13    ,23.73    ,23.63    ,27.41    ,32.35    ,38.98    ,23.42    ,24.21    ,18.34    ,37.44    ,24.63    ,40.66
2005    ,-4.81     ,6.84   ,-11.37   ,-19.63    ,13.46    ,16.71     ,2.10     ,5.93    ,11.18     ,8.82     ,9.71    ,12.32    ,-5.85     ,6.15     ,5.26     ,5.24    ,12.05    ,14.04    ,11.46     ,7.69     ,2.42    ,12.23    ,10.93    ,15.44    ,20.33     ,8.92    ,17.71    ,14.89     ,9.30    ,26.89    ,10.45    ,31.59
2006    ,44.01    ,28.68    ,59.76    ,36.13    ,50.04    ,52.52    ,31.41    ,62.71    ,65.45    ,45.96    ,37.72    ,41.33    ,56.21    ,30.66    ,35.31    ,43.15    ,38.63    ,25.85    ,37.19    ,49.79    ,40.63    ,49.34    ,38.02    ,44.55    ,41.77    ,26.09    ,40.34    ,31.00    ,26.72    ,46.42    ,17.69    ,47.65
2007    ,49.81    ,28.30    ,17.69    ,35.35    ,79.13    ,64.75    ,63.96    ,51.82    ,34.87    ,58.89    ,33.76    ,12.06    ,20.76    ,22.08    ,31.12    ,32.00    ,20.06    ,31.51    ,35.68    ,33.09    ,65.34    ,31.46    ,40.57     ,7.03    ,24.01    ,27.56    ,36.22    ,50.67    ,22.99    ,45.91    ,61.34    ,45.17
2008   ,-68.30   ,-55.70   ,-76.78   ,-70.31   ,-68.61   ,-61.20   ,-70.51   ,-65.01   ,-49.17   ,-52.90   ,-62.66   ,-66.91   ,-58.22   ,-50.65   ,-59.07   ,-70.92   ,-57.57   ,-51.17   ,-51.59   ,-65.76   ,-41.94   ,-47.05   ,-54.46   ,-62.54   ,-34.36   ,-53.04   ,-52.96   ,-66.01   ,-37.64   ,-33.25   ,-51.36   ,-75.34
2009   ,100.49   ,100.00   ,150.96   ,115.47    ,69.75   ,101.66    ,84.38   ,163.00   ,104.49    ,88.72   ,103.27   ,106.94    ,80.79    ,88.93   ,111.01   ,136.56    ,75.50    ,73.11    ,79.31   ,132.86    ,42.74    ,65.28    ,90.56    ,93.08    ,36.31    ,59.80   ,101.72   ,132.57    ,58.55    ,58.20    ,70.41   ,125.05
2010    ,60.72    ,25.68    ,33.72    ,44.26    ,23.59    ,34.83    ,30.10    ,28.86     ,7.53    ,30.28    ,31.71     ,6.17    ,40.15    ,41.77    ,31.65    ,22.88    ,33.43    ,29.83    ,17.56     ,7.64    ,21.82    ,39.68    ,19.91    ,30.00    ,21.48    ,33.05    ,20.82     ,9.23    ,22.24    ,29.45    ,15.54    ,17.08
2011   ,-27.16   ,-28.61   ,-52.81   ,-41.73   ,-32.39   ,-27.70   ,-31.22   ,-41.22   ,-33.52   ,-20.65   ,-20.77   ,-29.40   ,-19.75   ,-16.21   ,-15.46   ,-23.32   ,-18.69   ,-23.67   ,-16.31   ,-39.78   ,-14.23   ,-12.78   ,-15.82   ,-11.37   ,-23.79    ,-1.94   ,-16.12   ,-16.09    ,-5.86    ,-9.95   ,-21.32   ,-20.70
2012     ,4.22     ,4.88    ,-6.27   ,-22.70     ,9.43    ,11.63     ,6.06   ,-18.12    ,19.64    ,30.17    ,42.03     ,7.98    ,18.64    ,31.70    ,33.19    ,18.81    ,20.11    ,35.24    ,31.53    ,25.81    ,25.02    ,28.55    ,23.97    ,16.06    ,11.22    ,26.47    ,24.58    ,22.68    ,33.38    ,21.75    ,20.25    ,30.80
2013    ,17.85   ,-21.18   ,-12.04   ,-20.93   ,-10.63     ,4.12    ,12.60   ,-30.62    ,31.76     ,9.54    ,12.27    ,14.99    ,15.81     ,8.62    ,13.96     ,2.52    ,13.39    ,-6.32     ,3.60    ,-1.13     ,8.02     ,6.88    ,-9.77    ,-9.86     ,9.45     ,8.27     ,3.88    ,31.77    ,36.89     ,5.09    ,-6.00    ,21.63
2014     ,1.75    ,38.92   ,-30.02   ,-20.00   ,-15.19    ,-4.87   ,-19.54   ,-26.43   ,-14.28     ,3.66     ,5.20    ,-8.19   ,-22.05     ,2.71    ,-1.18    ,-8.55    ,-5.97     ,3.37     ,8.93    ,-7.55     ,3.30    ,-0.84    ,16.62     ,6.43     ,1.68    ,-3.69    ,-1.87   ,-18.55     ,2.75    ,-2.71   ,-20.96   ,-18.17
2015     ,9.92    ,-9.10    ,41.82    ,-2.51    ,-3.53    ,19.33   ,-22.32    ,-9.61    ,27.08    ,11.74     ,9.07     ,8.28    ,-3.92    ,-8.75    ,-1.04    ,-3.30   ,-11.11     ,2.78   ,-12.06    ,-6.60    ,-5.58    ,-4.12    ,-8.48    ,-5.29   ,-15.58    ,-8.60    ,-4.31   ,-12.55    ,-9.49    ,-1.29   ,-28.13   ,-24.05
2016    ,16.88     ,4.40     ,6.12   ,-25.11    ,-6.88     ,8.12    ,-1.97    ,-3.17    ,13.19     ,2.53     ,6.94   ,-11.05    ,-0.56    ,12.26    ,12.66     ,8.99     ,9.96     ,3.42    ,-8.76     ,5.70     ,3.54    ,13.44     ,6.18   ,-18.24    ,36.50     ,3.40     ,5.89    ,14.65     ,7.63     ,0.18     ,1.83     ,9.69
2017     ,1.72    ,28.91    ,-7.06    ,12.19    ,19.57    ,13.75     ,8.59     ,5.83     ,9.81    ,23.20    ,17.85     ,3.24    ,34.09    ,20.98    ,23.01    ,16.42    ,27.94    ,30.83    ,31.35    ,36.25    ,32.65    ,29.58    ,33.53    ,33.58    ,26.69    ,20.34    ,22.38    ,22.56    ,18.15    ,20.43    ,22.82    ,33.07
2018   ,-25.60   ,-32.45   ,-34.62   ,-39.75   ,-15.53   ,-24.43   ,-32.39   ,-31.55   ,-22.40   ,-15.86   ,-17.47   ,-31.95   ,-31.69   ,-10.85   ,-11.92   ,-23.92   ,-19.14    ,-6.33   ,-16.34   ,-24.74   ,-13.91    ,-9.07    ,-9.10     ,0.76   ,-14.41   ,-16.71   ,-10.05    ,-7.82    ,-5.82    ,-1.81   ,-19.57    ,-2.86
2019     ,7.02   ,-17.16   ,-11.56    ,37.16   ,-12.85    ,-5.65    ,-3.99   ,-13.61     ,3.72     ,4.58     ,3.92    ,-1.22    ,-8.20     ,8.93    ,16.68    ,14.46     ,6.63    ,-0.77     ,9.40    ,31.27    ,16.88     ,9.09     ,6.80     ,5.74    ,18.91    ,12.82     ,4.63    ,28.03    ,20.40    ,11.27    ,44.36    ,35.71



  Average Equal Weighted Returns -- Annual
,SMALL LoOP LoINV,ME1 OP1 INV2,ME1 OP1 INV3,ME1 OP1 HiINV,ME1 OP2 LoINV,ME1 OP2 INV2,ME1 OP2 INV3,ME1 OP2 HiINV,ME1 OP3 LoINV,ME1 OP3 INV2,ME1 OP3 INV3,ME1 OP3 HiINV,ME1 OP4 LoINV,ME1 OP4 INV2,ME1 OP4 INV3,SMALL HiOP HiINV,BIG LoOP LoINV,ME2 OP1 INV2,ME2 OP1 INV3,ME2 OP1 HiINV,ME2 OP2 LoINV,ME2 OP2 INV2,ME2 OP2 INV3,ME2 OP2 HiINV,ME2 OP3 LoINV,ME2 OP3 INV2,ME2 OP3 INV3,ME2 OP3 HiINV,ME2 OP4 LoINV,ME2 OP4 INV2,ME2 OP4 INV3,BIG HiOP HiINV
1991   ,115.12   ,102.01    ,24.41    ,75.91   ,122.84    ,59.35    ,48.94    ,53.96    ,37.19    ,33.47    ,29.10    ,18.84    ,76.37    ,34.85    ,39.00    ,27.20    ,33.94    ,15.12    ,21.76    ,45.27    ,39.65    ,23.77    ,34.00    ,33.46    ,16.83    ,39.35    ,21.54    ,22.13    ,32.82    ,34.93    ,34.73    ,24.38
1992     ,2.55     ,1.95   ,-16.85    ,12.23   ,-10.69    ,-4.73    ,-1.16     ,8.19    ,28.99     ,6.28     ,4.63     ,1.37    ,-4.61     ,6.63     ,3.90     ,5.05    ,-8.59    ,10.25     ,3.47    ,13.02    ,14.68    ,18.75    ,15.56     ,2.30     ,2.13    ,-0.47    ,11.57   ,-13.79    ,-5.46     ,5.71     ,0.61    ,16.83
1993   ,141.49   ,162.05   ,143.31   ,118.02   ,149.73   ,156.16   ,111.99   ,116.82   ,192.49    ,79.14    ,84.08    ,88.75   ,124.34    ,76.19    ,89.87    ,94.49    ,65.37   ,111.39   ,113.90    ,78.30    ,46.91    ,68.42    ,78.45   ,105.15    ,51.94    ,53.18    ,84.24    ,95.94    ,76.70    ,70.20    ,86.46    ,74.91
1994    ,10.64    ,15.68    ,-8.57   ,-10.60     ,5.01    ,11.55     ,6.70   ,-17.06    ,12.39    ,12.61    ,-0.71   ,-11.32     ,0.14     ,4.43    ,-5.81   ,-30.25   ,-12.44   ,-14.23   ,-23.76   ,-26.29    ,-3.16    ,-7.46   ,-14.23   ,-26.98     ,0.46    ,-3.93    ,-9.72   ,-10.50   ,-12.56    ,-1.45   ,-18.60   ,-34.28
1995     ,3.04     ,2.36   ,-17.16    ,19.42     ,6.01     ,1.61    ,-1.51    ,-0.86     ,7.66     ,5.96    ,11.46     ,1.29     ,3.27    ,12.00     ,6.06     ,7.33    ,15.97     ,5.52     ,1.21     ,9.81     ,3.79     ,2.12    ,14.35    ,17.43    ,15.44     ,7.70    ,13.18     ,8.39     ,0.30    ,18.77    ,10.83    ,10.54
1996    ,64.45    ,95.97    ,76.36    ,79.54    ,41.52    ,32.41    ,33.60    ,32.47    ,36.49    ,27.19    ,23.83    ,26.03    ,45.62    ,35.94    ,33.58    ,41.29    ,38.03    ,17.83    ,25.52    ,27.46    ,31.38    ,22.66    ,15.92    ,18.94    ,27.67    ,24.54    ,23.17    ,11.82    ,31.29    ,15.11    ,17.74    ,12.84
1997   ,-36.71   ,-19.29   ,-34.93   ,-42.63   ,-14.75   ,-19.68   ,-28.85   ,-37.62   ,-16.34   ,-17.15   ,-20.21   ,-22.10   ,-26.78    ,-9.61   ,-21.19   ,-29.92   ,-24.37   ,-46.24   ,-40.02   ,-37.17   ,-31.95   ,-21.66   ,-29.64   ,-30.05   ,-24.15    ,-8.46   ,-13.37   ,-40.13   ,-12.02   ,-12.00   ,-22.80   ,-29.20
1998   ,-12.50    ,-8.75   ,-25.72   ,-20.71   ,-16.17   ,-11.80   ,-15.49   ,-17.47    ,-4.02    ,-5.10    ,-5.10   ,-10.92    ,-4.34     ,4.94    ,-7.72   ,-18.87   ,-19.73    ,-8.29   ,-13.22   ,-35.26    ,-1.67   ,-15.29    ,-7.84   ,-18.15    ,-3.89    ,-1.97    ,-0.10   ,-33.26   ,-14.91    ,-1.68    ,-2.60    ,-7.85
1999   ,172.26   ,161.85    ,90.27   ,118.71    ,83.36   ,106.55    ,89.03    ,87.88    ,82.30    ,68.59    ,70.74    ,85.38   ,146.01    ,37.04    ,69.66   ,110.50    ,36.87    ,49.68    ,38.04    ,86.50    ,35.10    ,44.71    ,41.88    ,43.84    ,29.25    ,25.30    ,30.65    ,64.14    ,52.46    ,44.43    ,31.12    ,53.77
2000   ,-24.87    ,-5.63   ,-11.77   ,-34.25    ,-8.37     ,0.29    ,-0.65   ,-20.13    ,-6.85   ,-11.06    ,-3.54   ,-25.28     ,6.05   ,-14.05   ,-10.93   ,-21.11   ,-23.87   ,-15.00   ,-21.62   ,-44.86   ,-25.43   ,-10.47   ,-26.24   ,-22.65   ,-13.08    ,-0.92     ,4.50   ,-18.98   ,-21.77    ,-8.83    ,-9.04    ,-3.70
2001   ,-17.59   ,-12.37   ,-22.23   ,-25.70    ,-4.71   ,-10.20    ,-4.04   ,-25.99    ,-1.16     ,4.03    ,-5.43   ,-21.48    ,10.84    ,17.46     ,7.43    ,-1.74    ,13.58    ,-4.96   ,-13.47   ,-45.31    ,-8.96    ,15.39    ,-3.97   ,-14.84     ,0.93    ,10.61     ,4.33   ,-11.32    ,-0.34    ,15.10     ,4.18     ,3.40
2002    ,-8.43    ,-4.22   ,-15.50   ,-23.92    ,-8.91     ,6.85     ,2.67   ,-12.44    ,18.13    ,21.88     ,8.83    ,-4.78     ,9.45    ,30.56     ,8.84     ,7.15    ,-3.26   ,-12.42    ,-9.60   ,-17.52    ,14.90    ,-0.18     ,8.68   ,-14.83     ,8.21    ,17.67    ,11.95    ,-9.85    ,19.05    ,22.20    ,-3.09    ,-8.73
2003    ,94.40   ,172.51   ,104.23    ,92.34    ,89.69   ,102.11    ,99.12    ,98.41    ,83.67    ,82.43    ,84.92    ,53.27    ,84.54    ,97.48    ,86.54    ,62.01    ,68.17    ,51.98    ,61.03    ,30.36    ,41.47    ,55.74    ,78.28    ,74.25    ,55.85    ,87.86    ,65.79    ,58.14    ,59.08    ,68.25    ,61.62    ,48.36
2004    ,29.23    ,13.33    ,47.60    ,20.50    ,36.53    ,23.14    ,22.65    ,19.75    ,26.20    ,22.41    ,18.27     ,3.12    ,30.60    ,26.09    ,20.39     ,6.30    ,41.12    ,38.05    ,42.57    ,17.47    ,35.45    ,33.00    ,22.72    ,17.19    ,45.31    ,38.65    ,22.90    ,27.31    ,26.92    ,40.00    ,37.33    ,39.32
2005    ,-0.54    ,12.65    ,-0.39   ,-19.18    ,16.46    ,19.54    ,18.68    ,19.69    ,24.89     ,4.97     ,9.43     ,4.60   ,-14.43     ,1.02    ,-0.62    ,-0.33    ,14.63     ,6.76    ,21.74    ,11.87    ,15.25    ,13.78     ,3.60    ,12.31    ,18.49     ,6.81    ,15.06    ,13.49    ,12.93     ,9.68    ,15.94    ,23.42
2006    ,86.94    ,69.44    ,76.10    ,50.87    ,74.33    ,71.40    ,45.86    ,66.83    ,84.12    ,39.67    ,34.76    ,42.79    ,78.90    ,36.80    ,36.62    ,37.28    ,28.86    ,37.60    ,48.48    ,47.03    ,43.57    ,43.32    ,33.89    ,51.83    ,35.31    ,25.65    ,41.51    ,23.23    ,35.67    ,20.99    ,33.84    ,25.39
2007    ,96.12    ,89.56    ,61.62    ,44.08   ,164.52   ,110.40    ,66.46    ,42.10    ,73.19   ,105.91    ,64.86    ,25.56    ,52.49    ,36.59    ,44.40    ,48.60    ,20.83    ,27.24    ,30.41    ,15.37    ,32.51    ,42.73    ,32.36    ,25.20    ,17.25    ,27.07    ,22.64    ,43.33    ,16.83    ,36.28    ,50.69    ,41.64
2008   ,-59.88   ,-50.89   ,-73.98   ,-72.02   ,-60.89   ,-58.35   ,-64.19   ,-66.60   ,-46.11   ,-49.74   ,-56.38   ,-64.61   ,-54.17   ,-46.49   ,-55.25   ,-65.75   ,-61.71   ,-57.14   ,-53.52   ,-71.70   ,-47.53   ,-47.45   ,-56.15   ,-66.61   ,-44.44   ,-50.70   ,-59.37   ,-66.48   ,-44.78   ,-47.20   ,-59.52   ,-69.66
2009   ,201.05   ,211.59   ,203.31   ,216.29   ,169.20   ,192.35   ,180.77   ,214.09   ,142.61   ,108.76   ,110.67   ,130.57   ,146.10   ,107.12   ,123.70   ,151.28   ,131.23   ,109.05   ,104.15   ,170.55    ,63.66    ,79.91    ,99.76   ,119.10    ,65.11    ,76.76   ,108.41   ,139.10    ,91.63    ,83.12   ,134.17   ,150.76
2010    ,71.87    ,42.31    ,58.81    ,27.08    ,52.79    ,73.05    ,35.99    ,36.15    ,34.60    ,35.19    ,25.51     ,6.44    ,35.71    ,45.71    ,36.96    ,15.01    ,38.93    ,35.18    ,19.65     ,9.61    ,27.42    ,35.90    ,21.60    ,26.06    ,30.96    ,40.91    ,37.22    ,23.91    ,29.09    ,27.04    ,25.19    ,27.81
2011   ,-19.25   ,-24.79   ,-24.86   ,-36.91   ,-13.78   ,-22.57   ,-27.50   ,-33.96   ,-26.08   ,-12.72   ,-18.65   ,-27.18   ,-14.26   ,-14.25   ,-16.00   ,-19.27   ,-27.50   ,-25.45   ,-21.22   ,-37.97   ,-13.57   ,-13.09   ,-17.89   ,-25.33   ,-32.10     ,0.64   ,-20.32   ,-23.44    ,-9.64    ,-3.41   ,-17.48   ,-24.73
2012    ,12.84    ,24.84     ,5.47   ,-13.80    ,11.23    ,19.78     ,4.58   ,-16.00    ,34.65    ,31.74    ,29.16     ,7.43    ,20.04    ,30.54    ,29.11    ,23.17    ,19.24    ,21.24    ,53.84     ,0.54    ,26.28    ,35.91    ,30.71    ,13.01    ,19.33    ,26.06    ,17.32    ,20.13    ,28.41    ,29.16    ,29.20    ,24.71
2013     ,7.88     ,0.55   ,-14.23   ,-19.42     ,4.78    ,11.67    ,-2.37   ,-31.38    ,38.55    ,19.23    ,23.66    ,19.54    ,15.47    ,18.08    ,20.25    ,10.91     ,4.62    ,-2.90    ,-3.79     ,1.16    ,-1.78    ,21.11    ,-5.88   ,-13.42     ,2.13     ,5.26    ,-1.88     ,7.16    ,20.08     ,5.99    ,-2.58     ,0.81
2014     ,8.27    ,15.30   ,-34.91   ,-17.31    ,19.92     ,2.87   ,-12.91   ,-20.12     ,7.02    ,14.03    ,10.60    ,-3.99   ,-15.94     ,3.06     ,6.14    ,-3.48    ,-5.45    ,-9.73     ,0.05    ,-7.57    ,-7.50    ,-0.28     ,4.09     ,0.55     ,7.92    ,-4.74     ,0.89   ,-12.19    ,-0.25    ,-4.46    ,-2.08    ,-8.43
2015    ,26.39    ,13.41    ,36.85     ,0.02    ,24.95    ,21.71    ,-5.55     ,2.01    ,12.80    ,18.26     ,6.64     ,8.51    ,14.78    ,-3.39     ,3.61    ,-1.04   ,-14.15   ,-13.26   ,-21.44   ,-17.54   ,-11.39    ,-7.22    ,-4.25    ,-8.20   ,-11.22     ,5.77    ,-5.01   ,-14.39    ,-3.73    ,-7.04    ,-3.62   ,-11.73
2016    ,56.25    ,55.85    ,57.85    ,12.56    ,39.35    ,36.54    ,39.06    ,11.87    ,12.33    ,11.73    ,17.70    ,-0.11    ,18.57    ,22.00    ,14.36    ,10.35    ,-9.90     ,5.55    ,-5.45    ,-9.43    ,-0.65    ,10.18    ,10.34   ,-10.02    ,17.86    ,11.39    ,11.90    ,10.44     ,1.95    ,12.07     ,3.97     ,9.70
2017    ,52.10    ,23.12    ,33.36    ,27.87    ,35.06    ,32.75    ,26.09    ,18.31    ,23.57    ,26.90    ,19.58     ,6.90    ,30.35    ,26.11    ,26.47    ,25.49    ,21.91    ,34.27    ,22.17    ,10.88    ,34.56    ,27.50    ,34.94    ,15.26    ,17.54    ,22.85    ,19.20    ,22.81    ,15.69     ,6.89    ,27.16    ,26.50
2018   ,-21.79   ,-23.68   ,-21.09   ,-34.20   ,-13.24   ,-19.75   ,-22.30   ,-32.14   ,-21.69   ,-12.49   ,-15.67   ,-27.81   ,-11.60   ,-14.49    ,-9.04   ,-25.74   ,-10.42    ,-2.94   ,-17.12   ,-29.27   ,-14.02   ,-11.10   ,-12.05   ,-17.53   ,-20.66   ,-18.55   ,-13.48   ,-10.55    ,-2.35    ,-6.51    ,-6.00   ,-19.59
2019    ,23.88     ,9.97     ,3.14    ,28.53     ,2.27     ,4.30     ,7.43    ,-6.87    ,11.86     ,4.51    ,-1.12     ,0.53     ,6.59     ,4.86     ,5.09     ,6.28    ,-4.30     ,0.69    ,-4.55    ,13.16    ,24.08     ,6.62    ,-0.18    ,10.01    ,19.37    ,10.06     ,6.74    ,12.32    ,10.87    ,15.68    ,32.44    ,27.33



  Number of Firms in Portfolios
