This file was created by CMPT_ME_PRIOR_RETS using the 201509 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from - 1 to - 1.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
194410      6.42      7.19      6.31     57.62    147.37     70.11
194411      6.24      7.17      6.47     75.04    119.54    101.79
194412      6.61      7.09      6.56     86.05    134.81     71.99
194501      6.59      7.81      7.27    150.42    100.52     64.87
194502      7.32      8.67      6.88    102.13    139.77     63.29
194503      8.09      8.50      8.26    122.77    148.35     53.47
194504      6.25      8.79      8.84     50.27    125.44    119.34
194505      7.86      8.78      8.70    113.10    153.59     66.65
194506      8.69      9.11      8.23     92.46    166.19     75.51
194507      9.94      9.12      8.03    140.28    137.89     53.21
194508      8.57      8.55      8.49     56.04    122.68    145.16
194509      7.88      9.40      9.90    122.65    156.86     80.85
194510      9.44      9.97      9.31    193.47    116.26     80.36
194511     11.30     10.01      9.58    146.82    154.31     73.83
194512     12.16     10.91     10.93    199.25    121.82     76.81
194601     11.72     11.66     11.44    105.00    197.15     75.85
194602     13.88     12.16     12.27    163.50    157.18    109.44
194603     10.83     12.72     11.87     86.38    141.45    176.96
194604     10.45     12.72     14.58    162.27    162.00    117.46
194605     12.94     13.20     12.81    125.95    188.49    123.59
194606     12.75     13.73     14.83    167.75    192.45     93.56
194607     13.12     12.39     13.90     84.55    159.29    186.72
194608     11.01     13.17     13.46     74.94    142.77    193.92
194609     10.50     11.86     11.77     70.66    172.29    129.57
194610      8.22     10.10     11.39     52.88     97.12    173.18
194611      8.71      9.59      9.89    124.59    134.74     92.07
194612      8.81      9.42      9.49     92.88    151.30     92.41
194701      8.40     10.01     10.67     68.40    184.22     81.74
194702     11.08     10.39      8.69    124.44    125.00    122.20
194703      9.52     10.41      9.50     98.54    135.78    122.17
194704      8.43     10.21      9.82     59.49    141.32    128.55
194705      7.54      9.19      9.22     41.84     83.38    181.25
194706      7.01      8.86      8.66     45.64    112.52    146.34
194707      8.36      8.87      8.03    112.29    136.70     95.47
194708      9.52      8.47      8.91    157.86    128.76     66.85
194709      7.48      9.40      9.49     86.30    133.71    125.19
194710      7.80      8.87      9.56    112.16    153.10     63.99
194711      8.79      9.86      8.36     96.00    162.61     82.07
194712      7.45      9.50      9.15     69.01    130.92    131.72
194801      7.88      9.12      9.40     56.75    152.81    116.59
194802      8.79      8.92      8.06    114.40    142.23     62.31
194803      7.03      8.58      8.52     63.14    108.75    135.47
194804      8.31      9.28      7.99    147.16    120.32     82.77
194805      8.54      9.26      8.62    111.84    131.66    114.15
194806      9.35      9.84      9.30    148.23    125.70    109.97
194807      8.03     10.10     10.02     58.68    138.24    161.11
194808      8.35      8.86      8.90     97.18    127.09    132.30
194809      8.08      8.62      9.56    102.12    125.09    126.47
194810      7.34      8.69      8.61     55.91    126.91    147.85
194811      8.54      9.00      8.01    106.91    105.23    160.07
194812      6.67      7.86      8.14     69.89    119.12    129.88
194901      6.52      8.34      7.93     49.19    129.67    122.91
194902      8.43      7.45      7.00    135.36    112.92     83.77
194903      6.51      7.53      7.54     74.83    117.82    119.26
194904      7.37      7.95      7.19    128.26    135.39     54.92
194905      6.47      7.75      7.40     40.78    135.78    135.65
194906      6.20      7.03      7.61     67.84    136.02     92.32
194907      6.34      7.06      6.68     59.64    131.46     98.20
194908      6.68      7.05      7.40    122.71    118.92     91.27
194909      6.64      7.60      7.46     76.73    148.54    105.38
194910      7.26      7.84      7.35    125.72    137.26     74.50
194911      8.00      8.54      6.78     88.63    140.97    120.58
194912      6.48      8.45      8.73     94.60    133.01    122.63
195001      7.90      8.57      8.11    148.19    146.22     73.01
195002      8.46      9.68      7.84    123.87    170.80     59.20
195003      8.89      8.91      8.03     78.74    168.80    123.09
195004      8.24      8.63      8.80     76.05    126.83    175.23
195005      8.79      9.18      8.84    100.68    168.07    140.98
195006      8.18     10.43      9.09     80.77    140.33    199.76
195007      7.28      9.53      8.67     68.52    109.70    214.44
195008      9.29      9.05      8.33    150.98    141.21    108.19
195009      8.87      9.21      9.75     91.21    169.09    149.88
195010      8.67     10.20     10.36    149.58    158.82    124.85
195011      8.69     10.51      9.80     71.88    182.13    161.78
195012      9.40      9.67     10.51    148.85    160.93    129.16
195101     11.37     10.82      9.81    180.56    171.63    102.06
195102     10.94     12.21     11.08    201.80    172.84    107.11
195103     10.00     12.34     12.42    134.15    165.71    196.54
195104      9.93     11.49     12.07     80.78    173.53    208.46
195105     10.45     12.32     11.71    100.41    176.98    217.95
195106      9.91     11.65     11.91    157.35    201.73    126.14
195107     10.33     10.39     10.37     94.29    160.84    202.73
195108     10.17     11.22     11.76    184.83    166.72    175.14
195109     10.16     11.98     11.93    142.67    192.40    201.02
195110     11.24     11.54     12.18    227.85    190.02    112.70
195111     10.59     11.61     11.81    175.60    176.09    174.97
195112     10.02     11.56     12.63    164.22    236.73    107.90
195201     10.02     12.22     12.49     92.44    187.18    231.26
195202     10.93     12.05     11.64    227.19    156.25    190.29
195203     10.80     11.47     11.37    227.05    165.96    151.50
195204     10.63     12.15     12.09    120.32    177.09    247.30
195205     10.82     10.74     11.61    169.21    191.91    169.70
195206     10.25     11.55     12.02    103.69    217.30    186.51
195207     10.79     11.95     11.66     97.06    191.29    252.77
195208     10.87     12.02     11.68    168.28    217.35    179.90
195209     10.00     12.03     12.11    184.07    221.11    144.59
195210     10.09     11.72     11.53    148.99    236.17    143.76
195211     10.61     11.44     10.60    125.50    183.45    220.57
195212     10.30     11.96     12.28    161.98    222.97    175.47
195301     10.48     12.16     12.79    103.56    242.55    214.57
195302     13.09     11.70     12.06    258.55    190.22     90.09
195303     11.76     13.52     11.60    179.71    247.20    124.90
195304     12.28     11.65     12.28    164.85    266.78    118.28
195305     11.26     11.96     12.15    182.57    216.33    146.18
195306     11.20     12.71     11.76    146.68    221.42    182.98
195307     10.40     11.90     12.00     88.64    160.75    282.24
195308     10.65     12.44     11.89     85.77    235.45    217.37
195309     10.40     10.88     11.20    108.66    230.14    177.97
195310      8.95     11.57     11.95    105.18    196.17    209.89
195311      9.56     11.82     11.77    121.88    203.18    213.23
195312     10.67     12.07     10.39    104.25    233.81    207.43
195401      9.62     11.26     12.00     96.35    268.62    166.61
195402     11.92     12.40     10.44    240.69    206.93    163.20
195403     10.39     11.87     12.99    132.02    271.83    166.50
195404     10.63     12.92     12.47    123.61    258.93    230.84
195405     10.44     12.90     12.49     90.66    218.08    325.24
195406     10.72     13.34     13.19    297.35    235.09    169.91
195407     11.27     13.24     12.66    248.15    229.76    225.03
195408     12.84     14.29     12.71    285.34    244.55    198.23
195409     12.82     13.60     13.10    186.16    289.47    213.52
195410     12.47     14.57     14.06    131.41    238.62    361.04
195411     12.53     14.29     13.64    215.62    336.02    153.42
195412     12.86     15.63     15.98    294.83    277.35    237.40
195501     16.35     17.04     15.34    328.16    316.56    177.89
195502     17.11     16.29     15.77    282.78    295.45    287.52
195503     15.92     18.75     16.65    322.52    321.83    229.20
195504     15.90     18.35     16.74    189.46    374.61    279.53
195505     16.78     17.55     17.84    195.31    319.06    381.07
195506     16.17     18.20     18.09    193.27    350.70    335.59
195507     16.74     18.09     19.09    189.84    257.97    533.32
195508     17.13     19.03     17.29    288.87    327.58    398.70
195509     17.13     18.04     18.90    437.17    308.17    291.57
195510     17.59     18.98     16.63    219.46    342.70    460.60
195511     15.81     18.14     18.23    331.52    411.59    172.12
195512     16.01     18.68     21.49    247.07    322.93    431.06
195601     19.03     18.40     19.90    335.79    422.91    280.10
195602     19.05     19.76     17.20    351.65    318.99    382.60
195603     17.68     20.97     19.46    257.64    370.17    407.87
195604     18.45     20.15     22.15    258.03    403.83    441.33
195605     18.89     19.64     21.35    383.70    377.14    393.75
195606     18.14     19.43     19.84    403.17    425.54    236.99
195607     17.38     20.44     20.92    182.55    430.55    426.27
195608     17.04     22.14     21.24    206.03    516.45    345.61
195609     18.63     19.40     20.42    414.15    386.81    332.38
195610     17.65     21.09     17.32    461.44    311.59    314.47
195611     18.11     20.27     17.03    324.94    442.54    302.34
195612     17.07     19.56     19.14    404.08    345.73    353.46
195701     16.34     21.42     20.99    217.98    456.77    402.94
195702     21.52     20.70     17.06    526.41    269.40    279.71
195703     19.40     18.35     18.90    262.42    423.80    349.88
195704     16.78     20.57     20.55    305.41    456.01    295.90
195705     20.76     18.67     18.53    214.06    308.58    581.88
195706     17.96     20.16     21.60    201.42    419.12    491.93
195707     20.45     18.81     19.31    255.84    420.39    513.63
195708     20.65     19.74     18.41    262.16    455.97    438.89
195709     18.81     18.42     18.36    255.45    479.37    312.57
195710     18.07     17.14     17.09    356.36    437.19    227.97
195711     14.75     16.47     17.62    156.73    374.22    388.23
195712     13.65     17.57     17.84    355.06    389.63    300.40
195801     15.03     15.34     15.74    205.51    422.58    321.47
195802     17.70     17.80     16.10    607.02    241.91    120.11
195803     15.17     17.11     18.64    410.61    383.54    236.48
195804     15.50     18.99     18.45    312.95    399.59    334.37
195805     18.29     19.15     15.89    245.43    427.03    394.06
195806     16.46     20.42     18.99    445.86    407.30    245.38
195807     18.63     19.90     19.10    197.17    535.66    330.81
195808     18.64     20.20     21.84    488.89    335.08    411.66
195809     18.18     23.55     20.35    324.93    597.88    200.69
195810     21.59     22.88     21.11    284.87    535.77    400.56
195811     21.12     24.45     21.98    313.46    576.29    350.73
195812     22.30     22.15     26.08    370.45    573.14    317.32
195901     23.08     25.37     25.58    349.91    449.75    627.44
195902     26.08     26.32     25.56    635.52    469.72    261.26
195903     24.57     26.99     28.78    624.34    465.39    406.38
195904     26.73     27.87     26.93    380.02    598.18    448.31
195905     25.57     28.09     30.05    301.24    583.85    578.76
195906     26.79     27.44     29.39    368.86    519.90    640.49
195907     27.05     27.21     28.78    542.35    582.75    400.34
195908     27.79     28.83     28.40    395.98    573.90    568.22
195909     27.45     28.10     27.52    347.31    628.40    519.39
195910     25.06     29.29     24.57    373.08    564.92    495.26
195911     25.01     25.64     30.43    437.39    644.99    376.27
195912     24.83     28.23     28.92    467.34    508.77    541.25
196001     25.78     30.51     28.07    275.33    610.11    626.07
196002     31.68     28.53     22.96    647.27    395.91    420.14
196003     24.58     27.25     30.70    552.85    440.89    534.52
196004     24.69     26.26     28.35    284.25    591.86    500.65
196005     24.04     25.74     28.24    441.98    577.57    402.15
196006     23.78     26.17     30.59    336.74    582.72    489.37
196007     24.48     26.84     28.30    321.66    652.60    440.39
196008     24.77     26.38     26.26    455.21    646.17    328.91
196009     24.58     29.48     26.15    432.60    573.36    451.28
196010     25.06     25.10     24.86    475.67    528.09    377.60
196011     23.36     23.15     27.06    258.17    520.89    521.32
196012     21.39     25.10     31.05    499.16    537.48    411.74
196101     24.00     27.25     29.71    505.03    504.18    542.02
196102     26.06     30.91     29.51    508.94    661.97    385.06
196103     27.01     31.79     33.42    742.47    582.91    327.19
196104     31.95     33.35     32.30    541.92    778.40    321.01
196105     32.69     33.44     33.09    418.92    734.98    474.96
196106     31.72     36.57     34.63    834.08    578.99    392.86
196107     32.67     33.54     30.29    351.77    667.75    618.84
196108     30.13     33.88     36.01    316.26    603.25    777.48
196109     32.11     34.24     34.05    638.93    618.52    593.68
196110     32.41     32.56     29.87    466.43    654.18    627.45
196111     31.74     33.48     30.93    455.63    690.84    630.59
196112     29.42     36.10     35.30    515.49    694.64    664.52
196201     31.11     36.50     35.07    496.38    493.44   1031.86
196202     39.61     34.12     31.66    829.15    507.10    444.39
196203     34.15     36.57     33.10    475.26    556.60    853.95
196204     34.17     35.70     33.28    309.55    865.78    532.10
196205     30.30     33.30     31.06    516.02    666.91    511.73
196206     26.27     29.75     28.91    390.41    577.45    569.48
196207     25.11     25.10     26.88    414.97    492.81    524.53
196208     27.39     28.98     26.37    348.51    645.45    502.99
196209     17.46     20.55     18.42    360.44    709.40    311.83
196210     16.09     19.01     17.19    348.05    511.71    538.94
196211     14.11     19.29     18.06    233.24    457.79    640.23
196212     13.83     22.74     21.66    606.57    616.45    290.61
196301     15.27     21.55     19.49    233.81    576.06    648.05
196302     19.29     22.08     18.14    744.36    539.54    286.46
196303     17.43     21.94     18.42    474.53    746.01    327.05
196304     17.01     21.20     20.94    293.07    602.77    701.30
196305     15.71     24.00     23.76    314.12    774.79    550.96
196306     17.54     23.67     20.63    666.13    596.52    534.26
196307     18.51     21.67     20.91    628.97    612.21    521.62
196308     18.51     21.31     20.68    282.67    683.18    705.90
196309     17.00     25.10     24.17    374.48    851.29    426.88
196310     20.43     20.49     21.12    372.95    647.11    769.39
196311     17.86     23.47     21.97    434.52    607.75    830.40
196312     17.45     23.48     21.69    551.79    582.25    715.36
196401     16.64     23.17     23.68    309.57    719.33    702.26
196402     20.84     23.23     18.17    323.97    844.65    684.11
196403     19.09     23.65     20.93    524.86    848.32    476.88
196404     19.09     21.82     24.32    697.65    826.66    375.49
196405     20.50     22.68     21.05    527.38    664.66    794.08
196406     17.01     23.91     25.94    435.60    766.31    745.57
196407     18.35     24.37     23.56    514.20    868.68    582.67
196408     21.49     23.80     20.97    785.65    704.08    591.77
196409     20.04     23.84     21.73    569.86    866.25    513.71
196410     19.61     26.90     22.36    760.30    784.26    541.03
196411     20.28     25.46     23.09    592.67    923.33    522.36
196412     19.14     25.87     23.24    801.01    634.72    696.81
196501     18.25     25.90     24.11    448.52    718.67    874.89
196502     23.09     26.44     21.57    896.58    731.72    526.45
196503     21.21     28.09     24.20   1003.65    793.02    378.29
196504     23.01     28.99     22.68    828.95    879.53    338.35
196505     22.17     28.74     27.12    518.31    873.70    778.31
196506     22.74     29.64     23.94    574.52    823.08    786.79
196507     21.09     26.05     21.54    260.41    599.66   1088.51
196508     21.11     24.41     24.54    910.91    711.19    491.32
196509     18.65     29.37     27.05    973.45    686.24    532.32
196510     21.74     26.48     28.63    487.62    843.39    853.03
196511     23.04     30.87     25.86    742.31    949.24    497.82
196512     26.14     30.77     25.95   1098.05    717.76    495.37
196601     26.85     32.04     28.20    797.12    928.92    487.84
196602     31.80     33.30     27.18    895.96    868.09    483.43
196603     31.73     33.70     28.56    764.01    903.55    551.27
196604     29.15     33.09     28.50    678.71    772.38    771.94
196605     28.47     35.12     31.66    762.56    824.64    685.24
196606     25.35     31.54     31.28    343.54    789.08    870.78
196607     23.83     30.66     30.25    688.92    919.35    470.55
196608     23.87     29.26     30.85    493.36    934.99    609.68
196609     21.22     30.07     23.54    344.74    709.77    747.03
196610     21.71     24.84     25.70    464.05    711.29    691.23
196611     18.35     28.51     31.75    323.98    650.29    853.99
196612     22.42     24.85     26.29    846.57    691.44    501.19
196701     21.86     28.11     26.35    760.74    831.18    440.60
196702     29.53     35.46     25.63    981.25    661.31    329.52
196703     32.87     34.14     26.34    689.17    779.77    729.45
196704     27.26     37.78     33.06    611.00   1048.05    495.50
196705     30.56     35.95     34.54    920.96    683.08    906.68
196706     33.70     35.11     30.04   1071.92    796.23    396.15
196707     36.79     36.45     33.15    867.36    922.99    449.95
196708     36.04     41.36     36.67    869.96    913.25    575.28
196709     36.62     42.30     36.00    565.79   1189.56    514.21
196710     41.88     43.72     35.86    683.96    908.69    903.57
196711     38.51     40.89     37.18    542.36    817.96   1079.02
196712     31.93     43.77     42.91    578.48   1117.13    586.69
196801     39.80     47.15     41.77    855.75   1066.56    508.88
196802     48.89     48.81     36.17    773.61   1000.07    550.77
196803     35.43     43.48     46.38    418.41   1088.27    711.83
196804     35.60     40.70     45.84    554.98    868.93    899.06
196805     42.68     46.64     44.69    920.94   1079.93    465.93
196806     50.86     55.73     43.48   1015.43    966.57    500.15
196807     47.26     53.09     49.28    701.43   1305.34    582.36
196808     48.00     48.10     46.84    575.28    962.89    996.40
196809     45.99     52.87     48.24    577.52   1293.23    534.38
196810     47.12     57.60     51.43    978.42   1116.83    532.90
196811     46.15     58.56     55.72    936.90    985.91    792.72
196812     47.18     61.53     63.13   1085.91   1142.44    625.34
196901     62.96     60.90     52.91   1169.19   1018.54    550.77
196902     55.84     59.10     57.17    810.87   1230.67    689.36
196903     43.73     59.38     62.60    516.16    683.26   1476.54
196904     48.21     54.65     56.78    570.07    855.81   1282.56
196905     43.59     59.36     60.15    689.25    976.19   1076.55
196906     49.84     56.67     50.44    659.34   1058.18    993.17
196907     39.35     52.44     54.73    455.06    772.21   1210.96
196908     34.64     45.70     50.05    529.30    950.25    841.60
196909     36.29     43.77     50.84    585.85   1236.99    611.82
196910     34.04     45.24     50.71    751.99   1050.55    607.29
196911     45.54     50.85     41.63   1229.77    884.58    533.98
196912     35.28     48.67     49.27    457.93    922.90    955.31
197001     30.23     49.91     56.41    492.15    831.35    988.42
197002     44.81     40.49     33.17    652.68   1001.87    472.23
197003     34.61     43.74     43.78    640.61   1013.18    677.07
197004     33.17     43.03     41.79    574.80    911.39    887.96
197005     27.36     36.32     40.54    312.13    664.30   1086.16
197006     28.23     31.44     26.00    392.01    731.83    863.12
197007     22.69     28.18     27.28    388.81    778.38    659.00
197008     21.10     30.49     34.94    735.37    745.02    617.17
197009     25.54     29.73     32.25    690.43    939.88    400.95
197010     34.94     35.26     29.37    992.09    784.51    323.76
197011     24.46     33.19     38.93    334.29    776.82    911.22
197012     22.48     38.83     45.07    396.67    976.69    704.21
197101     28.72     39.14     35.52   1063.85    945.63    368.20
197102     48.22     49.45     27.89   1144.42    827.77    469.34
197103     40.65     44.74     34.30    858.50    977.51    738.54
197104     35.40     44.10     45.24    707.92   1237.84    618.66
197105     35.74     47.13     46.75    649.63   1102.53    989.30
197106     34.65     46.13     42.36    848.62    976.94    850.88
197107     32.04     44.08     46.63    644.52   1199.08    769.43
197108     31.15     39.58     41.64    584.27   1072.47    794.62
197109     32.61     41.11     42.87    956.78    953.87    766.32
197110     32.42     44.77     37.55    632.29   1180.86    671.28
197111     31.40     36.78     39.75    530.75   1151.64    671.99
197112     27.20     38.86     41.18    391.81    806.80   1165.54
197201     32.81     40.38     42.94    896.23   1225.65    448.28
197202     52.31     51.01     33.70   1002.64   1085.74    517.92
197203     39.29     48.16     41.23    638.26   1235.61    875.61
197204     35.84     48.33     46.28    845.03    884.01   1197.37
197205     35.99     51.35     43.66    716.21   1242.72    885.22
197206     33.86     46.78     48.16    520.67    930.29   1277.37
197207     34.30     42.24     45.29    577.84   1229.21    918.80
197208     34.05     42.54     37.52    481.58    972.72   1253.56
197209     31.39     45.09     44.02    812.63   1094.62    984.78
197210     31.76     40.22     41.54    547.16   1058.63   1166.28
197211     30.60     40.21     40.25    832.32   1110.36    950.87
197212     30.84     43.54     43.42   1304.73   1065.12    752.97
197301     30.65     40.90     45.28    500.19    985.90   1472.27
197302     27.80     28.29     23.43    464.12   1016.78   1171.19
197303     22.24     26.52     24.46    488.17    932.06   1057.81
197304     20.50     25.28     25.36    510.17    907.41   1068.14
197305     20.43     23.25     21.78    412.14   1017.49    934.57
197306     16.57     23.00     21.93    352.40    715.32   1115.46
197307     16.14     20.35     20.94    399.19    830.62    992.11
197308     18.32     22.79     22.45   1178.79    834.18    384.22
197309     16.94     22.50     23.01    572.93   1102.22    613.55
197310     17.09     28.24     26.75   1347.01    758.20    495.72
197311     19.16     23.82     22.82    760.38    879.30    880.78
197312     15.80     19.07     19.16    343.76    625.21   1015.29
197401     12.81     21.60     22.35    576.85    792.45    802.85
197402     20.10     22.65     16.34   1108.26    545.92    275.66
197403     17.65     22.75     18.32    616.96    933.56    636.41
197404     18.97     21.88     17.75    553.98    924.29    672.78
197405     17.21     21.45     16.54    358.69    924.51    736.48
197406     15.49     19.49     15.39    346.59    641.76    946.27
197407     14.92     16.98     16.54    371.94    833.33    713.01
197408     13.02     15.77     17.76    852.91    548.13    466.32
197409     12.74     15.35     13.58    342.73    694.77    595.96
197410     11.58     13.88     12.58    568.58    586.72    291.55
197411     11.09     16.33     16.37    380.46    545.51    692.31
197412     11.43     14.01     14.88    449.28    734.92    391.00
197501      8.83     16.06     13.94    296.09    564.33    635.67
197502     13.98     20.12     14.07    908.76    429.11    313.09
197503     15.27     18.17     16.01    500.08    648.31    758.10
197504     15.35     21.90     16.49    816.41    689.38    464.46
197505     14.72     19.65     20.65    501.44    804.10    738.72
197506     15.50     24.62     19.98    578.04    973.94    589.32
197507     18.22     25.53     20.01    823.33    977.73    501.99
197508     20.93     23.64     17.57    809.12    808.47    525.20
197509     15.97     24.58     17.19    378.55    861.04    773.28
197510     16.15     18.79     19.37    593.49    739.94    757.60
197511     15.59     19.46     20.93    495.82    690.35    945.75
197512     16.77     19.22     19.99    653.38    878.74    683.60
197601     15.91     21.90     18.53    643.96    987.27    521.57
197602     18.72     27.18     20.75   1072.87    763.61    517.88
197603     21.41     30.01     20.19   1083.00    814.55    358.81
197604     20.53     28.38     22.67    592.64    813.05   1153.90
197605     20.95     24.48     24.00    678.45    978.36    845.23
197606     19.09     24.77     24.48    590.53    944.78    928.87
197607     17.82     30.09     28.06    897.51   1047.81    675.86
197608     21.17     25.77     24.78    781.34   1159.41    610.12
197609     20.01     26.98     24.30    524.22   1072.54    901.98
197610     18.76     24.89     25.28    705.05   1052.20    836.31
197611     18.81     23.63     25.04    634.60   1079.79    854.29
197612     18.78     24.00     25.68   1072.03   1000.55    452.79
197701     21.12     32.29     24.46   1221.85    920.19    556.71
197702     27.42     28.35     22.88   1097.27    900.96    511.17
197703     23.86     25.50     25.96    562.25    987.55   1020.41
197704     22.37     28.60     24.44    910.22   1072.47    484.13
197705     22.40     27.65     25.76    974.82    986.57    617.04
197706     22.98     26.56     25.40    934.35    944.84    654.49
197707     20.73     34.20     29.37    827.99   1102.67    637.68
197708     24.41     28.52     25.78    744.49   1085.22    704.54
197709     22.51     28.42     26.72    847.11    815.40    956.08
197710     23.34     28.15     27.83    880.68    867.43    870.63
197711     22.96     32.67     23.61    901.76    954.59    555.68
197712     21.65     35.05     30.22   1190.57    868.67    378.15
197801     24.75     31.31     28.46    656.74    935.64    983.34
197802     30.39     34.39     22.27    782.32   1009.22    523.67
197803     26.50     29.92     26.58    920.08    813.59    640.85
197804     25.68     33.90     29.50    958.81    963.94    381.81
197805     25.45     39.41     31.10    803.23    765.01   1202.61
197806     27.99     42.65     30.79   1208.30    892.54    556.04
197807     30.90     34.54     32.71    853.67   1102.09    609.60
197808     27.01     43.22     37.95    849.45   1054.68    887.84
197809     31.73     44.90     35.68    986.27   1183.07    563.44
197810     33.89     43.24     34.42    822.70    904.45   1228.88
197811     26.09     32.64     29.04    283.72    551.47   1327.71
197812     22.60     39.13     34.51    660.43   1187.19    631.57
197901     24.14     33.57     34.57    716.63    984.56    924.41
197902     30.18     40.88     30.78   1304.99    860.98    493.11
197903     30.41     42.10     27.66    639.96   1094.30    901.52
197904     26.66     41.77     39.50    985.67   1255.35    523.24
197905     31.49     38.91     35.25    939.83   1126.98    792.77
197906     30.41     39.53     34.00    941.08   1058.93    818.51
197907     28.89     43.79     39.00   1237.71    983.90    845.44
197908     31.19     38.00     41.73   1353.96    981.16    720.58
197909     31.01     48.03     41.13   1120.79   1205.98    754.47
197910     33.70     41.97     39.38    751.49   1124.78   1170.38
197911     30.00     43.65     30.34    571.01    903.50   1252.73
197912     27.09     44.63     41.97    863.28   1461.03    646.36
198001     37.31     39.79     37.62   1296.62   1097.32    760.47
198002     34.56     51.45     36.54    977.35   1062.76   1321.65
198003     39.47     47.95     32.64    683.13   1091.63   1403.83
198004     28.05     39.15     29.80    629.68   1114.61   1062.10
198005     24.09     43.49     40.19   1113.52   1242.52    727.72
198006     26.70     47.42     42.00   1534.17   1114.84    673.51
198007     28.17     50.13     40.87   1239.09   1276.07    822.16
198008     34.77     45.53     44.98   1222.60   1487.74    767.57
198009     39.18     46.74     43.50   1182.47   1450.70    848.21
198010     42.66     47.28     43.70   1325.83   1290.14   1179.60
198011     41.55     49.16     45.17   1212.62   1155.70   1495.55
198012     39.51     49.97     55.76   1116.72   1135.27   1804.76
198101     38.97     49.92     53.50   1639.91   1351.52   1139.97
198102     46.76     47.32     44.65   1520.13   1239.24   1073.62
198103     39.54     47.46     55.81   1084.86   1522.86   1296.41
198104     39.08     59.02     53.81   2171.33   1210.26    865.86
198105     42.89     50.62     54.84   1592.37   1314.43   1128.04
198106     42.39     56.56     54.62   1622.99   1304.32   1206.59
198107     48.29     50.11     50.37   1121.01   1409.83   1482.03
198108     44.50     51.04     48.60    874.47   1418.79   1616.09
198109     36.71     53.28     43.57    914.66   1452.95   1229.02
198110     31.01     48.93     44.86    981.47   1113.03   1408.70
198111     30.77     52.05     48.39   1345.75   1241.87   1158.47
198112     34.70     46.40     52.94    889.63   1456.87   1374.19
198201     35.32     45.15     47.08   1203.06   1400.29   1072.74
198202     43.58     41.77     35.44    989.27   1142.03   1618.22
198203     33.50     40.38     42.53   1071.33   1404.97    945.27
198204     32.40     42.22     38.92    870.82   1466.49    938.37
198205     30.12     51.81     44.66   1353.94   1308.92    931.94
198206     36.58     39.58     39.11    825.46   1299.60   1269.01
198207     31.44     40.44     41.38    883.05   1316.48   1088.65
198208     30.52     39.46     40.04   1010.02   1180.67   1119.71
198209     29.01     59.12     49.11    800.14   1626.65   1057.13
198210     31.50     43.54     45.63   1187.25   1683.48    768.70
198211     32.91     61.92     50.33   1737.08   1409.17   1107.28
198212     37.80     63.69     50.47   1571.80   1652.25   1077.83
198301     45.38     56.09     48.55   1284.67   1558.80   1559.07
198302     50.06     65.24     48.11   1278.31   1736.01   1582.79
198303     43.63     70.83     56.63   1637.06   1766.14   1142.33
198304     50.89     63.83     58.43   1562.82   1847.75   1306.89
198305     50.10     75.58     64.98   1238.72   1943.83   1746.03
198306     67.45     72.97     60.10   2636.08   1362.65   1037.02
198307     62.08     74.65     69.02   1573.95   1758.44   1965.36
198308     63.80     69.10     70.04   1587.86   2046.33   1361.85
198309     56.15     76.20     69.26   1127.99   1689.30   2278.52
198310     48.54     79.21     83.04   1954.50   2131.98   1248.75
198311     56.01     67.39     65.50   1018.80   2106.97   1902.13
198312     46.67     85.06     73.80   2081.15   1886.29   1335.82
198401     52.25     71.99     66.67   1319.52   1760.73   2153.71
198402     62.83     66.30     55.17   1553.18   1540.70   2386.71
198403     48.59     69.85     55.85   1155.81   1758.49   1819.12
198404     48.77     64.16     61.42   1645.68   1883.58   1466.43
198405     41.92     65.39     65.86   1045.64   2028.39   1772.95
198406     45.90     63.87     49.14   1308.96   1862.91   1403.89
198407     41.24     58.67     66.14   1701.31   1811.71   1275.74
198408     41.21     53.97     60.13   1136.02   1610.79   1818.22
198409     39.14     79.04     67.61   1667.81   2073.73   1321.62
198410     47.66     62.25     58.58   1437.87   1868.48   1857.19
198411     42.94     62.53     63.57   1445.50   1991.63   1607.65
198412     40.52     61.63     61.44   1285.75   2182.48   1290.75
198501     41.19     62.89     61.91   1329.46   2129.79   1478.42
198502     43.41     80.30     60.62   2108.54   2100.12   1197.52
198503     54.98     72.32     56.41   1526.43   2284.02   1692.24
198504     49.78     68.28     61.16   1787.12   1863.26   1988.57
198505     45.46     63.92     66.90   1519.98   2035.28   1939.45
198506     44.64     81.46     71.06   1398.56   2206.04   1974.33
198507     46.22     69.53     72.83   1840.95   2394.52   1484.26
198508     48.97     69.38     66.30   1748.49   2282.27   1700.77
198509     50.67     70.77     63.56   1421.08   2374.24   1698.20
198510     48.91     75.12     55.13   1238.66   1901.43   2252.74
198511     40.18     84.92     70.98   1683.65   2253.47   1668.77
198512     42.14     91.09     74.97   1895.99   2158.08   1944.54
198601     46.48     92.08     73.38   1686.97   2262.78   2373.13
198602     62.48     77.27     60.97   2253.47   2411.81   1745.73
198603     53.04     91.81     82.66   2280.58   2517.36   2002.83
198604     59.39     95.04     77.95   2418.36   2454.45   2406.03
