This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201509 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
19671117,   0.48
19671120,   0.19
19671121,   0.18
19671122,   0.49
19671124,  -0.15
19671127,   0.04
19671128,   0.22
19671129,   0.48
19671130,   0.25
19671201,  -0.51
19671204,  -0.97
19671205,   0.32
19671206,  -0.07
19671207,   0.14
19671208,  -0.18
19671211,  -0.51
19671212,   0.01
19671213,  -0.03
19671214,   0.52
19671215,   1.05
19671218,   0.28
19671219,   0.04
19671220,  -0.05
19671221,  -0.07
19671222,   0.04
19671226,   0.40
19671227,  -0.18
19671228,   0.47
19671229,   0.20
19680102,   0.94
19680103,   1.10
19680104,  -0.16
19680105,  -0.37
19680108,  -0.65
19680109,   0.97
19680110,   0.35
19680111,  -0.04
19680112,  -0.29
19680115,   0.29
19680116,  -0.20
19680117,   0.11
19680118,  -0.19
19680119,   0.44
19680122,   0.32
19680123,   0.27
19680124,  -0.04
19680125,   0.00
19680126,  -0.40
19680129,  -0.15
19680130,  -0.22
19680131,   0.01
19680201,   0.44
19680202,   0.59
19680205,   0.25
19680206,  -0.06
19680207,   0.13
19680208,  -0.26
19680209,   0.25
19680213,  -0.27
19680214,   2.48
19680215,   0.39
19680216,  -0.23
19680219,   0.37
19680220,   0.54
19680221,  -0.05
19680223,   0.08
19680226,  -0.42
19680227,   0.64
19680228,  -0.68
19680229,  -0.79
19680301,  -0.78
19680304,  -1.31
19680305,   0.60
19680306,   2.64
19680307,   0.21
19680308,  -0.09
19680311,   1.49
19680312,   0.40
19680313,  -0.03
19680314,   0.62
19680315,   0.97
19680318,   0.70
19680319,  -0.15
19680320,  -0.16
19680321,  -0.34
19680322,   0.14
19680325,  -0.09
19680326,   0.25
19680327,   0.23
19680328,   0.02
19680329,   0.16
19680401,  -0.67
19680402,  -0.26
19680403,  -0.31
19680404,   1.03
19680405,   0.97
19680408,  -0.97
19680410,   0.18
19680411,   0.01
19680415,   0.57
19680416,   0.51
19680417,   0.67
19680418,   0.47
19680419,   0.87
19680422,  -0.02
19680423,  -1.75
19680424,   0.18
19680425,   0.32
19680426,   0.04
19680429,   0.34
19680430,   0.22
19680501,   0.17
19680502,  -0.23
19680503,   0.59
19680506,   0.10
19680507,  -0.35
19680508,  -0.11
19680509,   0.49
19680510,  -0.70
19680513,  -0.26
19680514,   0.13
19680515,   0.05
19680516,   0.32
19680517,   0.30
19680520,   0.19
19680521,  -0.12
19680522,  -0.08
19680523,  -0.24
19680524,   0.04
19680527,  -0.07
19680528,   0.25
19680529,   0.50
19680531,   0.41
19680603,  -0.32
19680604,   0.41
19680605,   0.80
19680606,  -0.77
19680607,  -0.41
19680610,   0.76
19680611,   0.31
19680613,   1.41
19680614,   0.92
19680617,   1.42
19680618,   0.06
19680620,  -0.41
19680621,   0.23
19680624,   0.64
19680625,   0.41
19680627,   0.02
19680628,   0.59
19680701,  -0.01
19680702,   0.27
19680703,   0.27
19680708,   0.14
19680709,  -0.19
19680711,  -0.15
19680712,  -0.16
19680715,  -0.06
19680716,  -0.25
19680718,  -0.55
19680719,  -0.91
19680722,  -0.86
19680723,   0.59
19680725,  -0.45
19680726,  -0.05
19680729,  -0.02
19680730,   0.55
19680801,   0.20
19680802,   0.38
19680805,   0.81
19680806,   0.10
19680808,   0.07
19680809,   0.16
19680812,   0.41
19680813,   0.06
19680815,   0.12
19680816,  -0.06
19680819,   0.00
19680820,  -0.10
19680822,   0.17
19680823,   0.04
19680826,  -0.20
19680827,   0.46
19680829,   0.13
19680830,   0.42
19680903,   0.11
19680904,  -0.03
19680905,   0.54
19680906,   0.53
19680909,   0.19
19680910,   0.38
19680912,  -0.24
19680913,  -0.11
19680916,  -0.33
19680917,   0.12
19680919,  -0.13
19680920,   0.04
19680923,   0.32
19680924,  -0.03
19680926,   0.60
19680927,  -0.34
19680930,  -0.02
19681001,  -0.11
19681003,   0.50
19681004,   0.54
19681007,   0.21
19681008,   0.28
19681010,   0.22
19681011,   0.07
19681014,   0.06
19681015,  -0.04
19681017,   0.25
19681018,   0.04
19681021,   0.03
19681022,   0.11
19681024,  -0.06
19681025,   0.01
19681028,   0.18
19681029,   0.29
19681031,  -0.47
19681101,   0.36
19681104,   0.59
19681106,  -0.22
19681107,   0.19
19681108,   0.27
19681112,   0.07
19681113,   0.15
19681114,   0.45
19681115,  -0.06
19681118,  -0.15
19681119,  -0.03
19681121,   0.02
19681122,   0.30
19681125,   0.18
19681126,   0.26
19681127,  -0.15
19681129,   0.44
19681202,   0.49
19681203,   0.23
19681205,   0.02
19681206,  -0.06
19681209,   0.14
19681210,   0.20
19681212,  -0.21
19681213,  -0.28
19681216,   0.04
19681217,   0.50
19681219,   0.10
19681220,   0.17
19681223,   0.06
19681224,   0.44
19681226,   0.21
19681227,   0.44
19681230,   0.33
19681231,  -0.14
19690102,   0.67
19690103,   0.13
19690106,   0.51
19690107,   0.71
19690108,   0.25
19690109,   0.24
19690110,   0.13
19690113,  -0.02
19690114,   0.61
19690115,   0.48
19690116,   0.54
19690117,   0.20
19690120,   0.28
19690121,   0.44
19690122,   0.10
19690123,   0.62
19690124,   0.02
19690127,   0.06
19690128,  -0.11
19690129,  -0.24
19690130,   0.33
19690131,  -0.11
19690203,   0.02
19690204,  -0.01
19690205,   0.11
19690206,   0.30
19690207,   0.38
19690211,   0.40
19690212,   0.34
19690213,   0.54
19690214,   0.33
19690217,   0.66
19690218,   0.49
19690219,  -0.29
19690220,  -0.04
19690224,   0.06
19690225,   0.05
19690226,   0.91
19690227,  -0.32
19690228,  -0.03
19690303,  -0.26
19690304,   0.92
19690305,   0.19
19690306,  -0.62
19690307,  -0.33
19690310,  -0.11
19690311,   0.31
19690312,   0.05
19690313,  -0.48
19690314,  -0.17
19690317,   0.44
19690318,   0.59
19690319,   0.56
19690320,   0.31
19690321,   0.21
19690324,  -0.28
19690325,  -0.59
19690326,  -0.13
19690327,   0.20
19690328,   0.01
19690401,   0.59
19690402,   0.46
19690403,   0.29
19690407,   0.02
19690408,  -0.28
19690409,  -0.45
19690410,  -0.10
19690411,   0.19
19690414,   0.08
19690415,  -0.05
19690416,   0.91
19690417,  -0.16
19690418,  -0.06
19690421,   0.24
19690422,   0.03
19690423,  -0.02
19690424,   0.07
19690425,   0.19
19690428,  -0.17
19690429,   0.02
19690430,   0.93
19690501,   0.57
19690502,   0.30
19690505,   0.13
19690506,   0.15
19690507,   0.72
19690508,   0.23
19690509,   0.01
19690512,   0.29
19690513,  -0.46
19690514,  -0.03
19690515,   0.65
19690516,   0.43
19690519,   0.82
19690520,   0.44
19690521,   0.04
19690522,   0.09
19690523,  -0.13
19690526,   0.10
19690527,   0.36
19690528,  -0.18
19690529,  -0.19
19690602,  -0.12
19690603,  -0.28
19690604,   0.17
19690605,   0.02
19690606,   0.40
19690609,   0.09
19690610,   0.11
19690611,  -0.08
19690612,  -0.40
19690613,   0.63
19690616,  -0.08
19690617,  -0.23
19690618,   0.28
19690619,  -0.49
19690620,  -0.03
19690623,  -0.12
19690624,   1.08
19690625,   0.16
19690626,   0.18
19690627,   0.07
19690630,   0.23
19690701,   1.16
19690702,   0.46
19690703,   0.87
19690707,  -0.02
19690708,   0.02
19690709,   0.12
19690710,  -0.50
19690711,  -0.09
19690714,  -0.30
19690715,  -0.11
19690716,   0.86
19690717,   0.16
19690718,   0.01
19690722,  -0.80
19690723,  -0.19
19690724,  -0.09
19690725,  -0.61
19690728,  -0.80
19690729,   0.23
19690730,   2.36
19690731,   2.44
19690801,   1.96
19690804,  -0.15
19690805,   0.31
19690806,   0.31
19690807,   0.38
19690808,   0.61
19690811,   0.40
19690812,  -0.10
19690813,  -0.17
19690814,  -0.35
19690815,   0.33
19690818,   0.33
19690819,   0.59
19690820,   0.26
19690821,  -0.08
19690822,  -0.67
19690825,   1.15
19690826,   0.65
19690827,  -0.42
19690828,  -0.10
19690829,   0.26
19690902,   0.53
19690903,   0.73
19690904,   0.46
19690905,   0.29
19690908,   0.08
19690909,  -0.22
19690910,  -0.36
19690911,   0.90
19690912,  -0.07
19690915,  -0.49
19690916,  -0.44
19690917,  -0.07
19690918,  -0.47
19690919,  -0.57
19690922,  -0.63
19690923,   0.05
19690924,   0.31
19690925,   0.43
19690926,   0.19
19690929,  -0.04
19690930,   0.23
19691001,   0.09
19691002,   0.08
19691003,   0.15
19691006,  -0.23
19691007,  -0.18
19691008,   0.09
19691009,  -0.19
19691010,  -0.24
19691013,  -0.25
19691014,   0.58
19691015,   0.46
19691016,   0.40
19691017,  -0.12
19691020,  -0.50
19691021,  -0.17
19691022,   0.71
19691023,   1.05
19691024,   0.34
19691027,  -0.01
19691028,   0.36
19691029,   0.78
19691030,  -0.11
19691031,   0.13
19691103,   0.50
19691104,  -0.19
19691105,   0.13
19691106,  -0.01
19691107,   0.32
19691110,   0.10
19691111,   0.16
19691112,   0.35
19691113,   0.48
19691114,   0.13
19691117,   0.09
19691118,   0.30
19691119,  -0.07
19691120,  -0.08
19691121,  -0.03
19691124,  -0.02
19691125,   0.54
19691126,   0.46
19691128,   0.35
19691201,  -0.61
19691202,  -0.07
19691203,  -0.59
19691204,   1.00
19691205,  -0.33
19691208,  -1.34
19691209,  -0.49
19691210,   0.01
19691211,  -0.15
19691212,   0.26
19691215,  -0.17
19691216,  -0.45
19691217,  -0.22
19691218,   1.05
19691219,   0.93
19691222,  -0.65
19691223,   0.21
19691224,   1.83
19691226,   0.57
19691229,  -0.51
19691230,   0.04
19691231,   0.48
19700102,   2.56
19700105,   0.90
19700106,   0.41
19700107,   0.16
19700108,   0.16
19700109,   0.09
19700112,   0.15
19700113,  -0.13
19700114,   0.04
19700115,   0.06
19700116,   0.55
19700119,   0.25
19700120,   0.32
19700121,   0.30
19700122,   0.13
19700123,  -0.06
19700126,   0.07
19700127,   0.03
19700128,  -0.44
19700129,  -0.22
19700130,  -0.04
19700202,   0.52
19700203,   1.30
19700204,  -0.24
19700205,  -0.50
19700206,   0.63
19700209,   0.08
19700210,  -0.71
19700211,  -0.23
19700212,  -0.37
19700213,  -0.44
19700216,  -0.20
19700217,  -0.14
19700218,   1.00
19700219,   1.05
19700220,   0.68
19700224,  -0.08
19700225,   0.22
19700226,   0.16
19700227,   0.30
19700302,   0.45
19700303,  -0.12
19700304,   0.04
19700305,   0.12
19700306,   0.22
19700309,   0.06
19700310,   0.75
19700311,   0.16
19700312,   0.12
19700313,  -0.74
19700316,   0.15
19700317,   0.57
19700318,   0.12
19700319,  -0.11
19700320,  -0.55
19700323,   0.33
19700324,   0.84
19700325,   1.10
19700326,   0.13
19700330,   0.72
19700331,   0.07
19700401,   0.24
19700402,   0.08
19700403,  -0.29
19700406,  -0.54
19700407,  -0.13
19700408,   0.16
19700409,  -0.27
19700410,  -0.04
19700413,  -0.71
19700414,  -0.02
19700415,  -0.10
19700416,  -1.11
19700417,   0.67
19700420,   1.05
19700421,  -0.17
19700422,  -0.76
19700423,  -0.56
19700424,   0.18
19700427,  -1.26
19700428,  -0.08
19700429,   4.25
19700430,  -0.13
19700501,  -0.19
19700504,  -2.05
19700505,  -0.56
19700506,   2.46
19700507,   0.75
19700508,  -0.11
19700511,  -0.68
19700512,  -0.48
19700513,  -0.54
19700514,   0.13
19700515,   1.94
19700518,   0.44
19700519,  -1.15
19700520,  -1.65
19700521,  -0.61
19700522,   0.70
19700525,  -1.75
19700526,   1.11
19700527,   6.27
19700528,   2.09
19700529,   1.51
19700601,   2.11
19700602,   1.68
19700603,   0.41
19700604,   1.38
19700605,   0.65
19700608,   0.14
19700609,  -0.09
19700610,   0.24
19700611,   0.52
19700612,  -0.05
19700615,   0.64
19700616,   0.27
19700617,   0.93
19700618,  -0.44
19700619,   0.18
19700622,   0.38
19700623,   1.48
19700624,   0.88
19700625,  -0.02
19700626,   0.48
19700629,   0.34
19700630,  -0.04
19700701,   0.29
19700702,  -0.77
19700706,  -1.07
19700707,  -0.24
19700708,   2.61
19700709,   1.02
19700710,   0.02
19700713,   0.24
19700714,  -0.01
19700715,   0.52
19700716,   0.23
19700717,   0.97
19700720,   0.31
19700721,  -0.07
19700722,   0.33
19700723,   0.31
19700724,  -0.19
19700727,   0.11
19700728,  -0.29
19700729,  -0.13
19700730,   0.49
19700731,   0.22
19700803,   0.78
19700804,   0.25
19700805,  -0.24
19700806,  -0.34
19700807,  -0.50
19700810,   0.40
19700811,   0.29
19700812,  -0.51
19700813,  -0.21
19700814,   0.38
19700817,   0.47
19700818,   0.54
19700819,  -0.42
19700820,   0.09
19700821,   0.36
19700824,   1.46
19700825,   0.57
19700826,   1.09
19700827,   0.29
19700828,   0.08
19700831,   0.75
19700901,   1.16
19700902,   0.08
19700903,  -0.30
19700904,  -0.53
19700908,  -0.32
19700909,   1.29
19700910,   0.61
19700911,  -0.67
19700914,   0.91
19700915,   1.18
19700916,  -0.90
19700917,  -0.79
19700918,  -0.70
19700921,   1.43
19700922,   0.35
19700923,  -0.68
19700924,  -1.28
19700925,   1.09
19700928,  -0.16
19700929,  -0.09
19700930,   1.14
19701001,   0.14
19701002,  -0.45
19701005,   0.29
19701006,   2.13
19701007,   0.73
19701008,   1.49
19701009,   0.61
19701012,   0.64
19701013,  -0.07
19701014,  -0.06
19701015,   0.04
19701016,   0.36
19701019,   0.59
19701020,   0.55
19701021,  -0.01
19701022,  -0.11
19701023,   0.55
19701026,  -0.28
19701027,  -0.38
19701028,   0.95
19701029,  -0.46
19701030,  -0.26
19701102,   0.43
19701103,   1.07
19701104,  -0.56
19701105,  -0.51
19701106,   0.12
19701109,   0.03
19701110,  -0.09
19701111,   0.38
19701112,  -0.61
19701113,  -0.18
19701116,  -0.01
19701117,   0.06
19701118,  -0.83
19701119,  -0.11
19701120,   0.65
19701123,  -0.07
19701124,  -0.09
19701125,  -0.20
19701127,   0.77
19701130,   1.44
19701201,   0.74
19701202,   0.64
19701203,  -0.21
19701204,   0.08
19701207,  -0.25
19701208,   0.27
19701209,   0.11
19701210,   0.14
19701211,   0.25
19701214,   0.60
19701215,   0.04
19701216,  -0.14
19701217,  -0.04
19701218,   0.04
19701221,   0.33
19701222,  -0.31
19701223,   0.13
19701224,   0.94
19701228,   0.24
19701229,   0.28
19701230,   0.52
19701231,   0.55
19710104,   0.50
19710105,   0.19
19710106,   0.21
19710107,   0.49
19710108,   0.15
19710111,  -0.01
19710112,  -0.37
19710113,   0.27
19710114,   0.17
19710115,   0.28
19710118,   0.15
19710119,   0.66
19710120,   0.43
19710121,   0.27
19710122,   0.25
19710125,   0.39
19710126,   0.82
19710127,   0.61
19710128,  -0.26
19710129,   0.46
19710201,  -0.29
19710202,   0.16
19710203,  -0.12
19710204,   0.67
19710205,   0.14
19710208,  -0.41
19710209,   1.01
19710210,   0.36
19710211,  -0.02
19710212,  -0.35
19710216,   0.51
19710217,   0.25
19710218,   1.13
19710219,   1.18
19710222,   0.34
19710223,  -0.54
19710224,  -0.20
19710225,   0.20
19710226,   0.49
19710301,  -0.25
19710302,  -0.44
19710303,  -0.06
19710304,  -0.13
19710305,  -0.22
19710308,   0.19
19710309,   1.10
19710310,   0.33
19710311,   0.62
19710312,   0.18
19710315,  -0.39
19710316,   0.39
19710317,   0.26
19710318,   0.30
19710319,  -0.10
19710322,   0.51
19710323,   0.34
19710324,   0.43
19710325,   0.42
19710326,  -0.17
19710329,  -0.04
19710330,   0.12
19710331,   0.06
19710401,  -0.20
19710402,  -0.01
19710405,  -0.05
19710406,   0.54
19710407,   0.72
19710408,  -0.02
19710412,  -0.07
19710413,   0.27
19710414,   0.36
19710415,   0.12
19710416,   0.02
19710419,   0.21
19710420,   0.56
19710421,   0.25
19710422,  -0.13
19710423,   0.14
19710426,  -0.15
19710427,  -0.41
19710428,   0.14
19710429,   0.67
19710430,   0.32
19710503,   0.07
19710504,  -0.05
19710505,  -0.11
19710506,   0.37
19710507,   0.28
19710510,   0.28
19710511,  -0.04
19710512,  -0.02
19710513,   0.05
19710514,   0.03
19710517,   0.46
19710518,   0.32
19710519,   0.17
19710520,  -0.26
19710521,  -0.22
19710524,  -0.03
19710525,   0.09
19710526,   0.44
19710527,   0.21
19710528,   0.44
19710601,   0.07
19710602,  -0.15
19710603,  -0.19
19710604,   0.15
19710607,  -0.42
19710608,   0.16
19710609,   0.23
19710610,  -0.04
19710611,   0.08
19710614,  -0.05
19710615,   0.11
19710616,  -0.04
19710617,  -0.28
19710618,   0.23
19710621,   0.47
19710622,   0.75
19710623,   0.33
19710624,  -0.07
19710625,   0.01
19710628,  -0.18
19710629,   0.42
19710630,   0.23
19710701,   0.12
19710702,   0.14
19710706,  -0.03
19710707,   0.27
19710708,   0.15
19710709,  -0.05
19710712,   0.14
19710713,  -0.06
19710714,   0.13
19710715,  -0.21
19710716,  -0.40
19710719,   0.10
19710720,   0.15
19710721,   0.02
19710722,   0.02
19710723,   0.00
19710726,  -0.15
19710727,   0.01
19710728,   0.34
19710729,   0.36
19710730,   0.51
19710802,   1.24
19710803,  -0.43
19710804,   0.33
19710805,   0.88
19710806,   0.65
19710809,  -0.43
19710810,   0.40
19710811,   1.42
19710812,   1.04
19710813,   0.27
19710816,   1.94
19710817,   0.14
19710818,   0.46
19710819,   0.19
19710820,   0.22
19710823,  -0.12
19710824,   0.16
19710825,   0.36
19710826,   0.09
19710827,  -0.21
19710830,   0.83
19710831,   0.38
19710901,  -0.01
19710902,   0.00
19710903,  -0.23
19710907,   0.12
19710908,   0.19
19710909,   0.59
19710910,   0.03
19710913,   0.31
19710914,   0.85
19710915,   0.17
19710916,  -0.18
19710917,   0.09
19710920,   0.39
19710921,  -0.10
19710922,   0.38
19710923,   0.36
19710924,   0.04
19710927,   0.00
19710928,   0.08
19710929,  -0.04
19710930,   0.07
19711001,   0.08
19711004,  -0.01
19711005,  -0.19
19711006,   0.41
19711007,  -0.06
19711008,  -0.14
19711011,  -0.53
19711012,  -0.40
19711013,  -0.19
19711014,   0.10
19711015,   0.49
19711018,   0.05
19711019,  -0.08
19711020,  -0.35
19711021,   0.47
19711022,   0.05
19711025,   0.00
19711026,  -0.05
19711027,  -0.49
19711028,   0.45
19711029,   0.70
19711101,  -0.43
19711102,   0.64
19711103,   1.03
19711104,   0.02
19711105,  -0.21
19711108,  -0.21
19711109,  -0.37
19711110,  -1.05
19711111,  -0.39
19711112,   0.74
19711115,  -0.09
19711116,   0.75
19711117,   0.02
19711118,  -0.16
19711119,  -0.10
19711122,  -1.08
19711123,  -0.02
19711124,   0.59
19711126,   1.36
19711129,   2.22
19711130,   0.75
19711201,   0.60
19711202,   0.59
19711203,   0.53
19711206,   0.58
19711207,  -0.87
19711208,  -0.01
19711209,  -0.12
19711210,   0.07
19711213,   0.18
19711214,   0.77
19711215,  -0.17
19711216,  -0.11
19711217,   0.21
19711220,  -0.35
19711221,   0.34
19711222,   0.86
19711223,   0.60
19711227,   0.79
19711228,   0.37
19711229,   1.21
19711230,   0.51
19711231,   0.54
19720103,   0.82
19720104,   0.10
19720105,  -0.16
19720106,   0.51
19720107,   0.39
19720110,   0.12
19720111,  -0.07
19720112,   0.04
19720113,   0.19
19720114,  -0.07
19720117,   0.14
19720118,   0.39
19720119,   0.34
19720120,   0.53
19720121,   0.25
19720124,   0.85
19720125,   0.10
19720126,  -0.25
19720127,  -0.50
19720128,  -0.11
19720131,  -0.11
19720201,  -0.20
19720202,  -0.13
19720203,   0.13
19720204,   0.32
19720207,   0.54
19720208,   0.01
19720209,  -0.20
19720210,   0.30
19720211,  -0.22
19720214,  -0.09
19720215,  -0.12
19720216,  -0.15
19720217,   0.04
19720218,   0.30
19720222,   0.11
19720223,  -0.16
19720224,   0.24
19720225,   0.24
19720228,   0.32
19720229,   0.05
19720301,  -0.29
19720302,   0.26
19720303,   0.01
19720306,   0.59
19720307,   0.55
19720308,  -0.06
19720309,   0.22
19720310,   0.79
19720313,   0.38
19720314,   0.09
19720315,   0.08
19720316,  -0.02
19720317,   0.01
19720320,   0.24
19720321,   0.08
19720322,   0.00
19720323,   0.10
19720324,  -0.02
19720327,  -0.18
19720328,  -0.52
19720329,  -0.07
19720330,   0.66
19720403,   0.20
19720404,   0.14
19720405,   0.09
19720406,  -0.26
19720407,  -0.24
19720410,   0.10
19720411,  -0.23
19720412,  -0.15
19720413,   0.02
19720414,  -0.13
19720417,  -0.15
19720418,  -0.05
19720419,   0.74
19720420,   0.07
19720421,   0.11
19720424,   0.33
19720425,   0.73
19720426,   0.29
19720427,   0.38
19720428,   0.07
19720501,   0.28
19720502,   0.04
19720503,   0.29
19720504,   0.41
19720505,   0.05
19720508,  -0.13
19720509,  -0.22
19720510,   1.00
19720511,   0.58
19720512,   0.94
19720515,   0.25
19720516,   0.18
19720517,  -0.27
19720518,  -0.10
19720519,  -0.04
19720522,  -0.29
19720523,  -0.38
19720524,   0.16
19720525,  -0.09
19720526,   0.04
19720530,   0.18
19720531,   0.53
19720601,  -0.02
19720602,   0.13
19720605,   0.35
19720606,   0.16
19720607,   0.15
19720608,  -0.17
19720609,   0.35
19720612,   0.12
19720613,  -0.06
19720614,  -0.19
19720615,  -0.09
19720616,  -0.23
19720619,   0.04
19720620,   0.15
19720621,   0.02
19720622,  -0.19
19720623,  -0.24
19720626,   0.00
19720627,  -0.25
19720628,  -0.36
19720629,   0.22
19720630,   0.46
19720703,  -0.13
19720705,  -0.23
19720706,   0.25
19720707,  -0.24
19720710,  -0.02
19720711,   0.20
19720712,   0.12
19720713,   0.19
19720714,   0.21
19720717,  -0.28
19720718,   0.38
19720719,   0.42
19720720,   0.05
19720721,   0.20
19720724,   0.65
19720725,   0.21
19720726,  -0.64
19720727,  -0.37
19720728,   0.16
19720731,  -0.19
19720801,   0.42
19720802,   0.50
19720803,   0.16
19720804,   0.09
19720807,  -0.20
19720808,   0.11
19720809,   0.29
19720810,   0.00
19720811,   0.57
19720814,   0.24
19720815,   0.46
19720816,   0.80
19720817,   0.17
19720818,   0.04
19720821,  -0.01
19720822,   0.20
19720823,  -0.08
19720824,   0.29
19720825,   0.43
19720828,  -0.02
19720829,   0.06
19720830,  -0.15
19720831,   0.22
19720901,   0.44
19720905,   0.02
19720906,   0.08
19720907,  -0.16
19720908,  -0.09
19720911,  -0.36
19720912,  -0.14
19720913,   0.70
19720914,   0.32
19720915,   0.00
19720918,  -0.36
19720919,   0.00
19720920,  -0.09
19720921,   0.10
19720922,   0.09
19720925,  -0.06
19720926,   0.19
19720927,   0.83
19720928,  -0.08
19720929,   0.33
19721002,  -0.05
19721003,  -0.50
19721004,  -0.32
19721005,   0.06
19721006,   0.61
19721009,   0.16
19721010,   0.27
19721011,  -0.05
19721012,  -0.04
19721013,   0.20
19721016,   0.08
19721017,   0.31
19721018,   0.63
19721019,  -0.23
19721020,   0.48
19721023,  -0.04
19721024,  -0.20
19721025,  -0.01
19721026,  -0.03
19721027,   0.28
19721030,  -0.02
19721031,  -0.12
19721101,   0.20
19721102,   0.42
19721103,  -0.38
19721106,  -0.05
19721108,   0.06
19721109,  -0.21
19721110,   0.08
19721113,   0.26
19721114,   0.39
19721115,   0.36
19721116,   0.19
19721117,   0.07
19721120,   0.18
19721121,   0.06
19721122,   0.63
19721124,   0.18
19721127,   0.29
19721128,   0.49
19721129,   0.31
19721130,   0.42
19721201,   0.75
19721204,   0.54
19721205,   0.53
19721206,   0.26
19721207,   0.48
19721208,   0.32
19721211,  -0.13
19721212,   0.57
19721213,   0.42
19721214,   0.30
19721215,   0.14
19721218,   0.43
19721219,   0.04
19721220,  -0.08
19721221,   0.41
19721222,   0.09
19721226,  -0.41
19721227,  -0.25
19721229,   0.58
19730102,   1.53
19730103,   0.03
19730104,  -0.02
19730105,  -0.44
19730108,  -0.47
19730109,  -0.33
19730110,  -0.55
19730111,  -0.55
19730112,  -0.60
19730115,  -0.42
19730116,   0.10
19730117,   0.25
19730118,  -0.04
19730119,  -0.57
19730122,  -0.36
19730123,  -0.33
19730124,  -0.16
19730126,   0.24
19730129,  -0.15
19730130,  -0.01
19730131,   0.37
19730201,  -0.26
19730202,   0.11
19730205,  -0.05
19730206,  -0.06
19730207,  -0.13
19730208,   0.22
19730209,   0.89
19730212,   0.85
19730213,   0.32
19730214,  -0.20
19730215,  -0.15
19730216,   0.35
19730220,  -0.33
19730221,  -0.41
19730222,  -0.33
19730223,  -0.26
19730226,   0.00
19730227,  -0.20
19730228,   1.23
19730301,  -0.26
19730302,   0.72
19730305,   0.30
19730306,   0.49
19730307,   0.05
19730308,   0.23
19730309,   0.16
19730312,  -0.13
19730313,   0.10
19730314,   0.08
19730315,  -0.19
19730316,  -0.09
19730319,  -0.29
19730320,  -0.36
19730321,  -0.55
19730322,  -0.21
19730323,   0.79
19730326,   0.42
19730327,   0.75
19730328,   0.03
19730329,   0.13
19730330,   0.47
19730402,  -0.16
19730403,  -0.22
19730404,  -0.09
19730405,  -0.22
19730406,   0.54
19730409,   0.65
19730410,   0.59
19730411,  -0.05
19730412,   0.01
19730413,  -0.22
19730416,  -0.45
19730417,  -0.44
19730418,   0.13
19730419,   0.16
19730423,   0.09
19730424,  -0.35
19730425,  -0.67
19730426,   1.15
19730427,  -0.68
19730430,   0.34
19730501,   0.18
19730502,   1.12
19730503,   0.48
19730504,   0.91
19730507,  -0.08
19730508,   0.00
19730509,   0.41
19730510,  -0.26
19730511,  -0.09
19730514,  -0.90
19730515,   0.47
19730516,  -0.20
19730517,  -0.69
19730518,  -1.14
19730521,  -1.13
19730522,   1.21
19730523,   0.47
19730524,   1.34
19730525,   2.07
19730529,   0.27
19730530,  -0.34
19730531,   0.07
19730601,  -0.05
19730604,  -0.90
19730605,   0.74
19730606,  -0.24
19730607,   0.50
19730608,   1.27
19730611,  -0.07
19730612,   0.90
19730613,   1.07
19730614,  -0.03
19730615,  -0.20
19730618,  -0.15
19730619,   0.06
19730620,   0.21
19730621,  -0.33
19730622,   0.09
19730625,  -0.66
19730626,   1.10
19730627,   0.10
19730628,   0.60
19730629,   0.48
19730702,  -0.03
19730703,   0.19
19730705,   0.24
19730706,  -0.07
19730709,   0.59
19730710,   0.87
19730711,   1.12
19730712,   0.38
19730713,  -0.08
19730716,  -0.48
19730717,   0.09
19730718,  -0.69
19730719,  -0.08
19730720,  -0.49
19730723,  -0.01
19730724,  -0.25
19730725,  -0.65
19730726,   0.49
19730727,   0.60
19730730,   0.28
19730731,   0.55
19730801,   1.39
19730802,  -0.17
19730803,  -0.23
19730806,  -0.88
19730807,   0.01
19730808,   0.67
19730809,   0.03
19730810,   0.52
19730813,   0.77
19730814,   0.60
19730815,   0.38
19730816,   0.35
19730817,   0.39
19730820,   0.01
19730821,   0.03
19730822,   0.30
19730823,   1.24
19730824,   0.38
19730827,   0.21
19730828,   0.08
19730829,   0.99
19730830,  -0.16
19730831,  -0.05
19730904,  -0.52
19730905,  -0.49
19730906,  -0.24
19730907,  -0.24
19730910,   0.16
19730911,   0.32
19730912,   0.58
19730913,  -0.22
19730914,  -0.06
19730917,  -1.07
19730918,  -0.87
19730919,  -0.29
19730920,  -0.12
19730921,  -0.27
19730924,  -0.37
19730925,   0.59
19730926,  -0.19
19730927,   0.51
19730928,   0.29
19731001,  -0.48
19731002,  -0.93
19731003,  -0.46
19731004,   0.50
19731005,  -0.21
19731008,  -0.03
19731009,   0.92
19731010,   1.61
19731011,  -1.37
19731012,   0.05
19731015,   0.77
19731016,   0.14
19731017,  -0.11
19731018,  -0.22
19731019,   0.22
19731022,   1.10
19731023,   0.05
19731024,   0.17
19731025,  -0.10
19731026,  -0.14
19731029,  -0.11
19731030,   0.20
19731031,   0.09
19731101,  -0.49
19731102,  -0.28
19731105,  -0.81
19731106,  -0.10
19731107,   0.69
19731108,   0.24
19731109,  -1.43
19731112,  -1.65
19731113,  -1.41
19731114,  -1.68
