This file was created by CMPT_IND_RETS using the 201507 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
197001,    162.47,    389.04,    235.87,    738.02,    397.80,   1399.33,    162.44,    733.90,    327.06,    171.07
197002,    155.78,    356.38,    218.76,    651.03,    361.71,   1363.55,    152.60,    681.33,    312.04,    155.83
197003,    162.56,    374.66,    228.20,    680.74,    371.27,   1457.66,    160.24,    717.10,    336.32,    170.18
197004,    160.70,    392.69,    227.35,    677.08,    365.11,   1487.36,    157.31,    679.99,    344.62,    167.43
197005,    144.13,    360.51,    207.83,    614.38,    312.70,   1356.59,    139.98,    610.96,    315.63,    144.29
197006,    133.65,    335.51,    190.68,    630.05,    282.18,   1291.29,    127.05,    561.58,    296.89,    132.21
197007,    125.49,    300.97,    178.21,    581.01,    251.12,   1144.28,    116.43,    527.78,    282.42,    121.85
197008,    133.63,    333.73,    187.29,    653.05,    257.75,   1261.79,    128.23,    538.78,    305.85,    131.89
197009,    135.17,    358.99,    194.71,    690.53,    280.77,   1323.57,    134.52,    546.64,    318.17,    138.40
197010,    142.36,    368.46,    202.72,    719.13,    309.09,   1307.85,    145.06,    589.82,    315.11,    148.53
197011,    143.06,    362.93,    196.25,    737.06,    298.88,   1258.81,    142.93,    594.20,    311.28,    139.83
197012,    148.76,    385.34,    204.16,    775.56,    312.25,   1320.73,    153.25,    609.94,    338.55,    144.94
197101,    160.47,    408.91,    220.54,    793.02,    325.89,   1407.84,    162.27,    643.78,    361.37,    156.80
197102,    168.71,    423.76,    233.97,    800.89,    343.58,   1545.16,    176.09,    675.24,    370.81,    169.19
197103,    175.01,    430.82,    235.80,    841.55,    353.79,   1448.59,    182.38,    681.89,    359.51,    173.53
197104,    182.94,    445.19,    246.43,    863.68,    385.90,   1455.40,    195.23,    706.35,    366.45,    183.36
197105,    187.40,    482.69,    258.43,    899.95,    399.04,   1520.83,    204.77,    735.84,    352.23,    192.21
197106,    181.60,    459.30,    252.46,    851.43,    377.37,   1426.44,    200.37,    718.20,    337.28,    179.90
197107,    180.89,    448.04,    249.89,    839.21,    363.85,   1328.67,    192.97,    729.59,    354.58,    170.75
197108,    177.26,    423.76,    237.37,    820.07,    332.54,   1279.68,    185.88,    713.60,    345.72,    164.28
197109,    182.29,    466.04,    251.74,    804.24,    353.51,   1260.79,    196.96,    733.75,    335.53,    175.27
197110,    181.73,    465.17,    250.83,    790.17,    347.78,   1262.46,    198.17,    738.18,    329.19,    174.15
197111,    173.66,    444.17,    235.91,    752.71,    332.55,   1239.34,    191.22,    719.51,    336.77,    166.63
197112,    172.40,    442.49,    233.11,    748.51,    338.75,   1230.30,    191.12,    722.57,    330.77,    165.44
197201,    190.75,    469.34,    257.96,    813.97,    378.57,   1319.88,    210.64,    778.20,    356.19,    178.63
197202,    195.26,    484.66,    266.31,    814.18,    410.41,   1333.17,    210.98,    797.99,    353.72,    184.81
197203,    204.51,    488.27,    278.82,    828.84,    419.04,   1322.46,    222.35,    852.88,    342.85,    189.22
197204,    204.91,    508.60,    285.99,    788.23,    425.58,   1314.37,    226.72,    856.42,    340.92,    194.30
197205,    208.64,    505.02,    291.50,    790.28,    428.71,   1300.38,    225.14,    865.66,    330.16,    197.93
197206,    208.90,    495.92,    297.04,    811.56,    445.53,   1301.98,    228.77,    895.43,    327.35,    197.44
197207,    199.47,    467.49,    288.15,    773.38,    428.41,   1286.14,    211.38,    794.18,    329.59,    188.02
197208,    196.36,    460.91,    289.42,    763.92,    432.45,   1295.62,    206.67,    818.40,    328.43,    183.09
197209,    195.64,    475.75,    295.39,    852.66,    443.54,   1347.38,    205.96,    825.26,    345.82,    189.19
197210,    190.69,    473.34,    292.05,    850.40,    438.15,   1401.27,    205.41,    821.35,    344.98,    185.84
197211,    190.58,    461.57,    295.43,    874.91,    427.93,   1433.10,    207.03,    833.34,    366.80,    188.26
197212,    203.08,    494.44,    307.82,    923.68,    437.34,   1517.85,    219.48,    826.98,    388.06,    197.46
197301,    204.83,    506.47,    310.44,    932.67,    448.09,   1536.93,    224.93,    857.46,    382.09,    195.87
